ID	Gene Name	Species	KEGG_PATHWAY
PTS	6-pyruvoyltetrahydropterin synthase(PTS)	Homo sapiens	hsa00790:Folate biosynthesis,hsa01100:Metabolic pathways,
DHCR7	7-dehydrocholesterol reductase(DHCR7)	Homo sapiens	hsa00100:Steroid biosynthesis,hsa01100:Metabolic pathways,
ABO	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)(ABO)	Homo sapiens	hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
ARF6	ADP ribosylation factor 6(ARF6)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04144:Endocytosis,hsa04666:Fc gamma R-mediated phagocytosis,
AKT1S1	AKT1 substrate 1(AKT1S1)	Homo sapiens	hsa04150:mTOR signaling pathway,hsa04152:AMPK signaling pathway,
ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit(ALG13)	Homo sapiens	hsa00510:N-Glycan biosynthesis,hsa01100:Metabolic pathways,
ALG2	ALG2, alpha-1,3/1,6-mannosyltransferase(ALG2)	Homo sapiens	hsa00510:N-Glycan biosynthesis,hsa01100:Metabolic pathways,
APC2	APC2, WNT signaling pathway regulator(APC2)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04810:Regulation of actin cytoskeleton,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05206:MicroRNAs in cancer,hsa05210:Colorectal cancer,hsa05213:Endometrial cancer,hsa05217:Basal cell carcinoma,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Homo sapiens	hsa02010:ABC transporters,hsa04071:Sphingolipid signaling pathway,hsa04977:Vitamin digestion and absorption,hsa05206:MicroRNAs in cancer,
ABCD1	ATP binding cassette subfamily D member 1(ABCD1)	Homo sapiens	hsa02010:ABC transporters,hsa04146:Peroxisome,
ABCD2	ATP binding cassette subfamily D member 2(ABCD2)	Homo sapiens	hsa02010:ABC transporters,hsa04146:Peroxisome,
ABCD3	ATP binding cassette subfamily D member 3(ABCD3)	Homo sapiens	hsa02010:ABC transporters,hsa04146:Peroxisome,
ACLY	ATP citrate lyase(ACLY)	Homo sapiens	hsa00020:Citrate cycle (TCA cycle),hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,
ATRIP	ATR interacting protein(ATRIP)	Homo sapiens	hsa03460:Fanconi anemia pathway,
AUH	AU RNA binding methylglutaconyl-CoA hydratase(AUH)	Homo sapiens	hsa00280:Valine, leucine and isoleucine degradation,hsa01100:Metabolic pathways,
AGFG1	ArfGAP with FG repeats 1(AGFG1)	Homo sapiens	hsa05164:Influenza A,
AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1(AGAP1)	Homo sapiens	hsa04144:Endocytosis,
ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1(ACAP1)	Homo sapiens	hsa04144:Endocytosis,
ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3(ACAP3)	Homo sapiens	hsa04144:Endocytosis,
BAIAP3	BAI1 associated protein 3(BAIAP3)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
BNIP1	BCL2 interacting protein 1(BNIP1)	Homo sapiens	hsa04130:SNARE interactions in vesicular transport,
BRAP	BRCA1 associated protein(BRAP)	Homo sapiens	hsa04014:Ras signaling pathway,
BUB1	BUB1 mitotic checkpoint serine/threonine kinase(BUB1)	Homo sapiens	hsa04110:Cell cycle,hsa04114:Oocyte meiosis,hsa04914:Progesterone-mediated oocyte maturation,
CD1A	CD1a molecule(CD1A)	Homo sapiens	hsa04640:Hematopoietic cell lineage,
CD1B	CD1b molecule(CD1B)	Homo sapiens	hsa04640:Hematopoietic cell lineage,
CD1C	CD1c molecule(CD1C)	Homo sapiens	hsa04640:Hematopoietic cell lineage,
CD1D	CD1d molecule(CD1D)	Homo sapiens	hsa04640:Hematopoietic cell lineage,
CD38	CD38 molecule(CD38)	Homo sapiens	hsa00760:Nicotinate and nicotinamide metabolism,hsa01100:Metabolic pathways,hsa04020:Calcium signaling pathway,hsa04921:Oxytocin signaling pathway,hsa04970:Salivary secretion,hsa04972:Pancreatic secretion,hsa05169:Epstein-Barr virus infection,
CD58	CD58 molecule(CD58)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa05169:Epstein-Barr virus infection,
CD8A	CD8a molecule(CD8A)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04612:Antigen processing and presentation,hsa04640:Hematopoietic cell lineage,hsa04660:T cell receptor signaling pathway,hsa05340:Primary immunodeficiency,
CD8B	CD8b molecule(CD8B)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04612:Antigen processing and presentation,hsa04640:Hematopoietic cell lineage,hsa04660:T cell receptor signaling pathway,hsa05340:Primary immunodeficiency,
CD99	CD99 molecule(CD99)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04670:Leukocyte transendothelial migration,
CKS1B	CDC28 protein kinase regulatory subunit 1B(CKS1B)	Homo sapiens	hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
CWC15	CWC15 spliceosome associated protein homolog(CWC15)	Homo sapiens	hsa03040:Spliceosome,
CXXC4	CXXC finger protein 4(CXXC4)	Homo sapiens	hsa04310:Wnt signaling pathway,
COASY	Coenzyme A synthase(COASY)	Homo sapiens	hsa00770:Pantothenate and CoA biosynthesis,hsa01100:Metabolic pathways,
DHX58	DExH-box helicase 58(DHX58)	Homo sapiens	hsa04622:RIG-I-like receptor signaling pathway,
ELF5	E74 like ETS transcription factor 5(ELF5)	Homo sapiens	hsa04917:Prolactin signaling pathway,
ECSIT	ECSIT signalling integrator(ECSIT)	Homo sapiens	hsa04010:MAPK signaling pathway,
EHD1	EH domain containing 1(EHD1)	Homo sapiens	hsa04144:Endocytosis,
EHD3	EH domain containing 3(EHD3)	Homo sapiens	hsa04144:Endocytosis,
EHD4	EH domain containing 4(EHD4)	Homo sapiens	hsa04144:Endocytosis,
EDEM2	ER degradation enhancing alpha-mannosidase like protein 2(EDEM2)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
FBXO4	F-box protein 4(FBXO4)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
FRMD6	FERM domain containing 6(FRMD6)	Homo sapiens	hsa04390:Hippo signaling pathway,
FXR2	FMR1 autosomal homolog 2(FXR2)	Homo sapiens	hsa03013:RNA transport,
FANCI	Fanconi anemia complementation group I(FANCI)	Homo sapiens	hsa03460:Fanconi anemia pathway,
FANCL	Fanconi anemia complementation group L(FANCL)	Homo sapiens	hsa03460:Fanconi anemia pathway,hsa04120:Ubiquitin mediated proteolysis,
GRK7	G protein-coupled receptor kinase 7(GRK7)	Homo sapiens	hsa04062:Chemokine signaling pathway,hsa04144:Endocytosis,hsa04744:Phototransduction,
GPSM1	G-protein signaling modulator 1(GPSM1)	Homo sapiens	hsa05030:Cocaine addiction,
GABARAPL2	GABA type A receptor associated protein like 2(GABARAPL2)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04140:Regulation of autophagy,hsa04727:GABAergic synapse,
GLI1	GLI family zinc finger 1(GLI1)	Homo sapiens	hsa04024:cAMP signaling pathway,hsa04340:Hedgehog signaling pathway,hsa05200:Pathways in cancer,hsa05217:Basal cell carcinoma,
GLI2	GLI family zinc finger 2(GLI2)	Homo sapiens	hsa04340:Hedgehog signaling pathway,hsa04390:Hippo signaling pathway,hsa05200:Pathways in cancer,hsa05217:Basal cell carcinoma,
GM2A	GM2 ganglioside activator(GM2A)	Homo sapiens	hsa04142:Lysosome,
HBS1L	HBS1 like translational GTPase(HBS1L)	Homo sapiens	hsa03015:mRNA surveillance pathway,hsa05134:Legionellosis,
LRP5	LDL receptor related protein 5(LRP5)	Homo sapiens	hsa04310:Wnt signaling pathway,
LRP6	LDL receptor related protein 6(LRP6)	Homo sapiens	hsa04310:Wnt signaling pathway,
MAD1L1	MAD1 mitotic arrest deficient like 1(MAD1L1)	Homo sapiens	hsa04110:Cell cycle,hsa04914:Progesterone-mediated oocyte maturation,hsa05203:Viral carcinogenesis,
MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)(MAD2L2)	Homo sapiens	hsa04110:Cell cycle,hsa04114:Oocyte meiosis,hsa04914:Progesterone-mediated oocyte maturation,hsa05100:Bacterial invasion of epithelial cells,hsa05131:Shigellosis,
MAGED1	MAGE family member D1(MAGED1)	Homo sapiens	hsa04722:Neurotrophin signaling pathway,
MALT1	MALT1 paracaspase(MALT1)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,hsa05152:Tuberculosis,
MLXIP	MLX interacting protein(MLXIP)	Homo sapiens	hsa04931:Insulin resistance,hsa04932:Non-alcoholic fatty liver disease (NAFLD),
MLX	MLX, MAX dimerization protein(MLX)	Homo sapiens	hsa04931:Insulin resistance,hsa04932:Non-alcoholic fatty liver disease (NAFLD),
NAGK	N-acetylglucosamine kinase(NAGK)	Homo sapiens	hsa00520:Amino sugar and nucleotide sugar metabolism,
MPG	N-methylpurine DNA glycosylase(MPG)	Homo sapiens	hsa03410:Base excision repair,
NADK	NAD kinase(NADK)	Homo sapiens	hsa00760:Nicotinate and nicotinamide metabolism,hsa01100:Metabolic pathways,
NADSYN1	NAD synthetase 1(NADSYN1)	Homo sapiens	hsa00760:Nicotinate and nicotinamide metabolism,hsa01100:Metabolic pathways,
NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7(NDUFS7)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NDUFA6	NADH:ubiquinone oxidoreductase subunit A6(NDUFA6)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NDUFB10	NADH:ubiquinone oxidoreductase subunit B10(NDUFB10)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NDUFB5	NADH:ubiquinone oxidoreductase subunit B5(NDUFB5)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NDUFB6	NADH:ubiquinone oxidoreductase subunit B6(NDUFB6)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NDUFB8	NADH:ubiquinone oxidoreductase subunit B8(NDUFB8)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NDUFB9	NADH:ubiquinone oxidoreductase subunit B9(NDUFB9)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NDUFS5	NADH:ubiquinone oxidoreductase subunit S5(NDUFS5)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NDC1	NDC1 transmembrane nucleoporin(NDC1)	Homo sapiens	hsa03013:RNA transport,
NAE1	NEDD8 activating enzyme E1 subunit 1(NAE1)	Homo sapiens	hsa05010:Alzheimer's disease,
PAN3	PAN3 poly(A) specific ribonuclease subunit(PAN3)	Homo sapiens	hsa03018:RNA degradation,
POM121C	POM121 transmembrane nucleoporin C(POM121C)	Homo sapiens	hsa03013:RNA transport,
POM121	POM121 transmembrane nucleoporin(POM121)	Homo sapiens	hsa03013:RNA transport,
POP1	POP1 homolog, ribonuclease P/MRP subunit(POP1)	Homo sapiens	hsa03008:Ribosome biogenesis in eukaryotes,hsa03013:RNA transport,
POP4	POP4 homolog, ribonuclease P/MRP subunit(POP4)	Homo sapiens	hsa03008:Ribosome biogenesis in eukaryotes,hsa03013:RNA transport,
POP5	POP5 homolog, ribonuclease P/MRP subunit(POP5)	Homo sapiens	hsa03008:Ribosome biogenesis in eukaryotes,hsa03013:RNA transport,
POP7	POP7 homolog, ribonuclease P/MRP subunit(POP7)	Homo sapiens	hsa03008:Ribosome biogenesis in eukaryotes,hsa03013:RNA transport,
PIM2	Pim-2 proto-oncogene, serine/threonine kinase(PIM2)	Homo sapiens	hsa05221:Acute myeloid leukemia,
RAB11FIP1	RAB11 family interacting protein 1(RAB11FIP1)	Homo sapiens	hsa04144:Endocytosis,
RAB11FIP4	RAB11 family interacting protein 4(RAB11FIP4)	Homo sapiens	hsa04144:Endocytosis,
RAB14	RAB14, member RAS oncogene family(RAB14)	Homo sapiens	hsa04152:AMPK signaling pathway,
RAB1B	RAB1B, member RAS oncogene family(RAB1B)	Homo sapiens	hsa05134:Legionellosis,
RAB5C	RAB5C, member RAS oncogene family(RAB5C)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04144:Endocytosis,hsa04145:Phagosome,hsa04962:Vasopressin-regulated water reabsorption,hsa05146:Amoebiasis,hsa05152:Tuberculosis,
RAD54B	RAD54 homolog B (S. cerevisiae)(RAD54B)	Homo sapiens	hsa03440:Homologous recombination,
RELT	RELT tumor necrosis factor receptor(RELT)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
RBM22	RNA binding motif protein 22(RBM22)	Homo sapiens	hsa03040:Spliceosome,
RBMXL1	RNA binding motif protein, X-linked like 1(RBMXL1)	Homo sapiens	hsa03040:Spliceosome,
REXO1	RNA exonuclease 1 homolog(REXO1)	Homo sapiens	hsa03008:Ribosome biogenesis in eukaryotes,
RHOBTB2	Rho related BTB domain containing 2(RHOBTB2)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
SEC24B	SEC24 homolog B, COPII coat complex component(SEC24B)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
SEC24C	SEC24 homolog C, COPII coat complex component(SEC24C)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
SEC24D	SEC24 homolog D, COPII coat complex component(SEC24D)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
SH3GLB1	SH3 domain containing GRB2 like endophilin B1(SH3GLB1)	Homo sapiens	hsa04144:Endocytosis,
SH3GLB2	SH3 domain containing GRB2 like endophilin B2(SH3GLB2)	Homo sapiens	hsa04144:Endocytosis,
SIX1	SIX homeobox 1(SIX1)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
SIX4	SIX homeobox 4(SIX4)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
SLX1A	SLX1 homolog A, structure-specific endonuclease subunit(SLX1A)	Homo sapiens	hsa03460:Fanconi anemia pathway,
SLX1B	SLX1 homolog B, structure-specific endonuclease subunit(SLX1B)	Homo sapiens	hsa03460:Fanconi anemia pathway,
ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1(ST3GAL1)	Homo sapiens	hsa00512:Mucin type O-Glycan biosynthesis,hsa00533:Glycosaminoglycan biosynthesis - keratan sulfate,hsa00603:Glycosphingolipid biosynthesis - globo series,hsa00604:Glycosphingolipid biosynthesis - ganglio series,hsa01100:Metabolic pathways,
ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2(ST3GAL2)	Homo sapiens	hsa00512:Mucin type O-Glycan biosynthesis,hsa00533:Glycosaminoglycan biosynthesis - keratan sulfate,hsa00603:Glycosphingolipid biosynthesis - globo series,hsa00604:Glycosphingolipid biosynthesis - ganglio series,hsa01100:Metabolic pathways,
ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3(ST3GAL3)	Homo sapiens	hsa00514:Other types of O-glycan biosynthesis,hsa00533:Glycosaminoglycan biosynthesis - keratan sulfate,hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4(ST3GAL4)	Homo sapiens	hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3(ST6GALNAC3)	Homo sapiens	hsa00604:Glycosphingolipid biosynthesis - ganglio series,hsa01100:Metabolic pathways,
ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4(ST6GALNAC4)	Homo sapiens	hsa00604:Glycosphingolipid biosynthesis - ganglio series,hsa01100:Metabolic pathways,
ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5(ST6GALNAC5)	Homo sapiens	hsa00604:Glycosphingolipid biosynthesis - ganglio series,hsa01100:Metabolic pathways,
ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6(ST6GALNAC6)	Homo sapiens	hsa00604:Glycosphingolipid biosynthesis - ganglio series,hsa01100:Metabolic pathways,
ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1(ST8SIA1)	Homo sapiens	hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa00603:Glycosphingolipid biosynthesis - globo series,hsa00604:Glycosphingolipid biosynthesis - ganglio series,hsa01100:Metabolic pathways,
STUB1	STIP1 homology and U-box containing protein 1(STUB1)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,hsa04141:Protein processing in endoplasmic reticulum,
STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex(STT3A)	Homo sapiens	hsa00510:N-Glycan biosynthesis,hsa01100:Metabolic pathways,hsa04141:Protein processing in endoplasmic reticulum,
SUFU	SUFU negative regulator of hedgehog signaling(SUFU)	Homo sapiens	hsa04340:Hedgehog signaling pathway,hsa05200:Pathways in cancer,hsa05217:Basal cell carcinoma,
SEC23B	Sec23 homolog B, coat complex II component(SEC23B)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
SAP18	Sin3A associated protein 18(SAP18)	Homo sapiens	hsa03013:RNA transport,hsa03015:mRNA surveillance pathway,
TBPL1	TATA-box binding protein like 1(TBPL1)	Homo sapiens	hsa03022:Basal transcription factors,hsa05016:Huntington's disease,hsa05166:HTLV-I infection,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,
THOC7	THO complex 7(THOC7)	Homo sapiens	hsa03013:RNA transport,
TRAF6	TNF receptor associated factor 6(TRAF6)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04064:NF-kappa B signaling pathway,hsa04120:Ubiquitin mediated proteolysis,hsa04144:Endocytosis,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa05133:Pertussis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05162:Measles,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
TNFRSF10D	TNF receptor superfamily member 10d(TNFRSF10D)	Homo sapiens	hsa04210:Apoptosis,hsa04650:Natural killer cell mediated cytotoxicity,hsa05162:Measles,hsa05164:Influenza A,
TROVE2	TROVE domain family member 2(TROVE2)	Homo sapiens	hsa05322:Systemic lupus erythematosus,
TTK	TTK protein kinase(TTK)	Homo sapiens	hsa04110:Cell cycle,
TYROBP	TYRO protein tyrosine kinase binding protein(TYROBP)	Homo sapiens	hsa04380:Osteoclast differentiation,hsa04650:Natural killer cell mediated cytotoxicity,
GALE	UDP-galactose-4-epimerase(GALE)	Homo sapiens	hsa00052:Galactose metabolism,hsa00520:Amino sugar and nucleotide sugar metabolism,hsa01100:Metabolic pathways,
UGGT1	UDP-glucose glycoprotein glucosyltransferase 1(UGGT1)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
ULBP1	UL16 binding protein 1(ULBP1)	Homo sapiens	hsa04650:Natural killer cell mediated cytotoxicity,
ULBP3	UL16 binding protein 3(ULBP3)	Homo sapiens	hsa04650:Natural killer cell mediated cytotoxicity,
UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)(UPF3B)	Homo sapiens	hsa03013:RNA transport,hsa03015:mRNA surveillance pathway,
VANGL1	VANGL planar cell polarity protein 1(VANGL1)	Homo sapiens	hsa04310:Wnt signaling pathway,
VANGL2	VANGL planar cell polarity protein 2(VANGL2)	Homo sapiens	hsa04310:Wnt signaling pathway,
VPS37C	VPS37C, ESCRT-I subunit(VPS37C)	Homo sapiens	hsa04144:Endocytosis,
WIF1	WNT inhibitory factor 1(WIF1)	Homo sapiens	hsa04310:Wnt signaling pathway,
WTIP	Wilms tumor 1 interacting protein(WTIP)	Homo sapiens	hsa04390:Hippo signaling pathway,
WNT1	Wnt family member 1(WNT1)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,
WNT10A	Wnt family member 10A(WNT10A)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,
WNT10B	Wnt family member 10B(WNT10B)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,
