ID	Gene Name	Species	KEGG_PATHWAY
AGA	aspartylglucosaminidase(AGA)	Homo sapiens	hsa00511:Other glycan degradation,hsa04142:Lysosome,
ATG13	autophagy related 13(ATG13)	Homo sapiens	hsa04140:Regulation of autophagy,
BTC	betacellulin(BTC)	Homo sapiens	hsa04012:ErbB signaling pathway,
BHMT	betaine--homocysteine S-methyltransferase(BHMT)	Homo sapiens	hsa00260:Glycine, serine and threonine metabolism,hsa00270:Cysteine and methionine metabolism,hsa01100:Metabolic pathways,
CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2(CACNA2D2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04260:Cardiac muscle contraction,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04921:Oxytocin signaling pathway,hsa05410:Hypertrophic cardiomyopathy (HCM),hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),hsa05414:Dilated cardiomyopathy,
CACNA1I	calcium voltage-gated channel subunit alpha1 I(CACNA1I)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04020:Calcium signaling pathway,hsa04713:Circadian entrainment,hsa04925:Aldosterone synthesis and secretion,
CAMK1	calcium/calmodulin dependent protein kinase I(CAMK1)	Homo sapiens	hsa04921:Oxytocin signaling pathway,hsa04925:Aldosterone synthesis and secretion,
CPB2	carboxypeptidase B2(CPB2)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa04972:Pancreatic secretion,hsa04974:Protein digestion and absorption,
CROT	carnitine O-octanoyltransferase(CROT)	Homo sapiens	hsa04146:Peroxisome,
CAMP	cathelicidin antimicrobial peptide(CAMP)	Homo sapiens	hsa04970:Salivary secretion,hsa05152:Tuberculosis,
CTSB	cathepsin B(CTSB)	Homo sapiens	hsa04142:Lysosome,hsa04612:Antigen processing and presentation,hsa04924:Renin secretion,
CTSG	cathepsin G(CTSG)	Homo sapiens	hsa04080:Neuroactive ligand-receptor interaction,hsa04142:Lysosome,hsa04614:Renin-angiotensin system,hsa05146:Amoebiasis,hsa05322:Systemic lupus erythematosus,
CTSK	cathepsin K(CTSK)	Homo sapiens	hsa04142:Lysosome,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa05323:Rheumatoid arthritis,
CTSL	cathepsin L(CTSL)	Homo sapiens	hsa04142:Lysosome,hsa04145:Phagosome,hsa04612:Antigen processing and presentation,hsa05205:Proteoglycans in cancer,hsa05323:Rheumatoid arthritis,
CTSS	cathepsin S(CTSS)	Homo sapiens	hsa04142:Lysosome,hsa04145:Phagosome,hsa04612:Antigen processing and presentation,hsa05152:Tuberculosis,
CAV3	caveolin 3(CAV3)	Homo sapiens	hsa04144:Endocytosis,hsa04510:Focal adhesion,hsa05100:Bacterial invasion of epithelial cells,hsa05205:Proteoglycans in cancer,
CDC45	cell division cycle 45(CDC45)	Homo sapiens	hsa04110:Cell cycle,
CP	ceruloplasmin(CP)	Homo sapiens	hsa00860:Porphyrin and chlorophyll metabolism,
CHMP4C	charged multivesicular body protein 4C(CHMP4C)	Homo sapiens	hsa04144:Endocytosis,
CLCA2	chloride channel accessory 2(CLCA2)	Homo sapiens	hsa04924:Renin secretion,hsa04972:Pancreatic secretion,
CHDH	choline dehydrogenase(CHDH)	Homo sapiens	hsa00260:Glycine, serine and threonine metabolism,hsa01100:Metabolic pathways,
CHKB	choline kinase beta(CHKB)	Homo sapiens	hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa05231:Choline metabolism in cancer,
CHAD	chondroadherin(CHAD)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,
CMA1	chymase 1(CMA1)	Homo sapiens	hsa04614:Renin-angiotensin system,
F2	coagulation factor II, thrombin(F2)	Homo sapiens	hsa04080:Neuroactive ligand-receptor interaction,hsa04610:Complement and coagulation cascades,hsa04810:Regulation of actin cytoskeleton,
F3	coagulation factor III, tissue factor(F3)	Homo sapiens	hsa04610:Complement and coagulation cascades,
F9	coagulation factor IX(F9)	Homo sapiens	hsa04610:Complement and coagulation cascades,
F5	coagulation factor V(F5)	Homo sapiens	hsa04610:Complement and coagulation cascades,
F7	coagulation factor VII(F7)	Homo sapiens	hsa04610:Complement and coagulation cascades,
F8	coagulation factor VIII(F8)	Homo sapiens	hsa04610:Complement and coagulation cascades,
F10	coagulation factor X(F10)	Homo sapiens	hsa04610:Complement and coagulation cascades,
F11	coagulation factor XI(F11)	Homo sapiens	hsa04610:Complement and coagulation cascades,
F12	coagulation factor XII(F12)	Homo sapiens	hsa04610:Complement and coagulation cascades,
F13A1	coagulation factor XIII A chain(F13A1)	Homo sapiens	hsa04610:Complement and coagulation cascades,
F13B	coagulation factor XIII B chain(F13B)	Homo sapiens	hsa04610:Complement and coagulation cascades,
COL1A1	collagen type I alpha 1 chain(COL1A1)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04611:Platelet activation,hsa04974:Protein digestion and absorption,hsa05146:Amoebiasis,
COL1A2	collagen type I alpha 2 chain(COL1A2)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04611:Platelet activation,hsa04974:Protein digestion and absorption,hsa05146:Amoebiasis,
COL2A1	collagen type II alpha 1 chain(COL2A1)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04611:Platelet activation,hsa04974:Protein digestion and absorption,hsa05146:Amoebiasis,
COL4A1	collagen type IV alpha 1 chain(COL4A1)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04974:Protein digestion and absorption,hsa05146:Amoebiasis,hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
COL4A2	collagen type IV alpha 2 chain(COL4A2)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04974:Protein digestion and absorption,hsa05146:Amoebiasis,hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
COL4A3	collagen type IV alpha 3 chain(COL4A3)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04974:Protein digestion and absorption,hsa05146:Amoebiasis,hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
COL4A4	collagen type IV alpha 4 chain(COL4A4)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04974:Protein digestion and absorption,hsa05146:Amoebiasis,hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
COL4A5	collagen type IV alpha 5 chain(COL4A5)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04974:Protein digestion and absorption,hsa05146:Amoebiasis,hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
COL4A6	collagen type IV alpha 6 chain(COL4A6)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04974:Protein digestion and absorption,hsa05146:Amoebiasis,hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
COL5A1	collagen type V alpha 1 chain(COL5A1)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04611:Platelet activation,hsa04974:Protein digestion and absorption,hsa05146:Amoebiasis,
COL5A3	collagen type V alpha 3 chain(COL5A3)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04611:Platelet activation,hsa04974:Protein digestion and absorption,hsa05146:Amoebiasis,
COL6A1	collagen type VI alpha 1 chain(COL6A1)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04974:Protein digestion and absorption,
COL6A3	collagen type VI alpha 3 chain(COL6A3)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04974:Protein digestion and absorption,
COL7A1	collagen type VII alpha 1 chain(COL7A1)	Homo sapiens	hsa04974:Protein digestion and absorption,
COL13A1	collagen type XIII alpha 1 chain(COL13A1)	Homo sapiens	hsa04974:Protein digestion and absorption,
COL14A1	collagen type XIV alpha 1 chain(COL14A1)	Homo sapiens	hsa04974:Protein digestion and absorption,
COL17A1	collagen type XVII alpha 1 chain(COL17A1)	Homo sapiens	hsa04974:Protein digestion and absorption,
COL18A1	collagen type XVIII alpha 1 chain(COL18A1)	Homo sapiens	hsa04974:Protein digestion and absorption,
C1QA	complement C1q A chain(C1QA)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05020:Prion diseases,hsa05133:Pertussis,hsa05142:Chagas disease (American trypanosomiasis),hsa05150:Staphylococcus aureus infection,hsa05322:Systemic lupus erythematosus,
C1QB	complement C1q B chain(C1QB)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05020:Prion diseases,hsa05133:Pertussis,hsa05142:Chagas disease (American trypanosomiasis),hsa05150:Staphylococcus aureus infection,hsa05322:Systemic lupus erythematosus,
C1QC	complement C1q C chain(C1QC)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05020:Prion diseases,hsa05133:Pertussis,hsa05142:Chagas disease (American trypanosomiasis),hsa05150:Staphylococcus aureus infection,hsa05322:Systemic lupus erythematosus,
C1R	complement C1r(C1R)	Homo sapiens	hsa04145:Phagosome,hsa04610:Complement and coagulation cascades,hsa05133:Pertussis,hsa05150:Staphylococcus aureus infection,hsa05322:Systemic lupus erythematosus,
C1S	complement C1s(C1S)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05133:Pertussis,hsa05150:Staphylococcus aureus infection,hsa05322:Systemic lupus erythematosus,
C2	complement C2(C2)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05133:Pertussis,hsa05150:Staphylococcus aureus infection,hsa05322:Systemic lupus erythematosus,
C3	complement C3(C3)	Homo sapiens	hsa04145:Phagosome,hsa04610:Complement and coagulation cascades,hsa05133:Pertussis,hsa05134:Legionellosis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05150:Staphylococcus aureus infection,hsa05152:Tuberculosis,hsa05168:Herpes simplex infection,hsa05203:Viral carcinogenesis,hsa05322:Systemic lupus erythematosus,
C3AR1	complement C3a receptor 1(C3AR1)	Homo sapiens	hsa04080:Neuroactive ligand-receptor interaction,hsa04610:Complement and coagulation cascades,hsa05150:Staphylococcus aureus infection,
CR1	complement C3b/C4b receptor 1 (Knops blood group)(CR1)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa04640:Hematopoietic cell lineage,hsa05134:Legionellosis,hsa05140:Leishmaniasis,hsa05144:Malaria,hsa05152:Tuberculosis,
CR2	complement C3d receptor 2(CR2)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa04640:Hematopoietic cell lineage,hsa04662:B cell receptor signaling pathway,hsa05169:Epstein-Barr virus infection,
C5	complement C5(C5)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05020:Prion diseases,hsa05133:Pertussis,hsa05150:Staphylococcus aureus infection,hsa05168:Herpes simplex infection,hsa05322:Systemic lupus erythematosus,
C6	complement C6(C6)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05020:Prion diseases,hsa05322:Systemic lupus erythematosus,
C8A	complement C8 alpha chain(C8A)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05020:Prion diseases,hsa05146:Amoebiasis,hsa05322:Systemic lupus erythematosus,
C8B	complement C8 beta chain(C8B)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05020:Prion diseases,hsa05146:Amoebiasis,hsa05322:Systemic lupus erythematosus,
C8G	complement C8 gamma chain(C8G)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05020:Prion diseases,hsa05146:Amoebiasis,hsa05322:Systemic lupus erythematosus,
C9	complement C9(C9)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05020:Prion diseases,hsa05146:Amoebiasis,hsa05322:Systemic lupus erythematosus,
C4BPA	complement component 4 binding protein alpha(C4BPA)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05133:Pertussis,
CFD	complement factor D(CFD)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05150:Staphylococcus aureus infection,
CFH	complement factor H(CFH)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05150:Staphylococcus aureus infection,
CFI	complement factor I(CFI)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa05150:Staphylococcus aureus infection,
CFP	complement factor properdin(CFP)	Homo sapiens	hsa05168:Herpes simplex infection,
CTGF	connective tissue growth factor(CTGF)	Homo sapiens	hsa04390:Hippo signaling pathway,
CRB1	crumbs 1, cell polarity complex component(CRB1)	Homo sapiens	hsa04390:Hippo signaling pathway,
CUBN	cubilin(CUBN)	Homo sapiens	hsa04977:Vitamin digestion and absorption,
CST3	cystatin C(CST3)	Homo sapiens	hsa04970:Salivary secretion,
DCN	decorin(DCN)	Homo sapiens	hsa04350:TGF-beta signaling pathway,hsa05205:Proteoglycans in cancer,
DERL1	derlin 1(DERL1)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,hsa05014:Amyotrophic lateral sclerosis (ALS),
DGKG	diacylglycerol kinase gamma(DGKG)	Homo sapiens	hsa00561:Glycerolipid metabolism,hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,hsa05231:Choline metabolism in cancer,
DAG1	dystroglycan 1(DAG1)	Homo sapiens	hsa04512:ECM-receptor interaction,hsa05410:Hypertrophic cardiomyopathy (HCM),hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),hsa05414:Dilated cardiomyopathy,hsa05416:Viral myocarditis,
DMD	dystrophin(DMD)	Homo sapiens	hsa05410:Hypertrophic cardiomyopathy (HCM),hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),hsa05414:Dilated cardiomyopathy,hsa05416:Viral myocarditis,
ELANE	elastase, neutrophil expressed(ELANE)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,hsa05322:Systemic lupus erythematosus,
ELN	elastin(ELN)	Homo sapiens	hsa04974:Protein digestion and absorption,
ETF1	eukaryotic translation termination factor 1(ETF1)	Homo sapiens	hsa03015:mRNA surveillance pathway,
FABP1	fatty acid binding protein 1(FABP1)	Homo sapiens	hsa03320:PPAR signaling pathway,hsa04975:Fat digestion and absorption,
FASN	fatty acid synthase(FASN)	Homo sapiens	hsa00061:Fatty acid biosynthesis,hsa01100:Metabolic pathways,hsa01212:Fatty acid metabolism,hsa04152:AMPK signaling pathway,hsa04910:Insulin signaling pathway,
FGA	fibrinogen alpha chain(FGA)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa04611:Platelet activation,
FGB	fibrinogen beta chain(FGB)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa04611:Platelet activation,
FGG	fibrinogen gamma chain(FGG)	Homo sapiens	hsa04610:Complement and coagulation cascades,hsa04611:Platelet activation,hsa05150:Staphylococcus aureus infection,
