ID	Gene Name	Species	KEGG_PATHWAY
CD79A	CD79a molecule(CD79A)	Homo sapiens	hsa04662:B cell receptor signaling pathway,hsa05340:Primary immunodeficiency,
CD79B	CD79b molecule(CD79B)	Homo sapiens	hsa04662:B cell receptor signaling pathway,
CD80	CD80 molecule(CD80)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04620:Toll-like receptor signaling pathway,hsa04672:Intestinal immune network for IgA production,hsa04940:Type I diabetes mellitus,hsa05320:Autoimmune thyroid disease,hsa05322:Systemic lupus erythematosus,hsa05323:Rheumatoid arthritis,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,hsa05416:Viral myocarditis,
CD86	CD86 molecule(CD86)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04620:Toll-like receptor signaling pathway,hsa04672:Intestinal immune network for IgA production,hsa04940:Type I diabetes mellitus,hsa05202:Transcriptional misregulation in cancer,hsa05320:Autoimmune thyroid disease,hsa05322:Systemic lupus erythematosus,hsa05323:Rheumatoid arthritis,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,hsa05416:Viral myocarditis,
CDS2	CDP-diacylglycerol synthase 2(CDS2)	Homo sapiens	hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase(CDIPT)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
CRK	CRK proto-oncogene, adaptor protein(CRK)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04015:Rap1 signaling pathway,hsa04062:Chemokine signaling pathway,hsa04510:Focal adhesion,hsa04666:Fc gamma R-mediated phagocytosis,hsa04722:Neurotrophin signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa04910:Insulin signaling pathway,hsa05100:Bacterial invasion of epithelial cells,hsa05131:Shigellosis,hsa05200:Pathways in cancer,hsa05206:MicroRNAs in cancer,hsa05211:Renal cell carcinoma,hsa05220:Chronic myeloid leukemia,
CBLC	Cbl proto-oncogene C(CBLC)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04120:Ubiquitin mediated proteolysis,hsa04144:Endocytosis,hsa04660:T cell receptor signaling pathway,hsa04910:Insulin signaling pathway,hsa05100:Bacterial invasion of epithelial cells,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05220:Chronic myeloid leukemia,
CBL	Cbl proto-oncogene(CBL)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04120:Ubiquitin mediated proteolysis,hsa04144:Endocytosis,hsa04660:T cell receptor signaling pathway,hsa04910:Insulin signaling pathway,hsa05100:Bacterial invasion of epithelial cells,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05220:Chronic myeloid leukemia,
DHX16	DEAH-box helicase 16(DHX16)	Homo sapiens	hsa03040:Spliceosome,
EPHA1	EPH receptor A1(EPHA1)	Homo sapiens	hsa04360:Axon guidance,
EPHA3	EPH receptor A3(EPHA3)	Homo sapiens	hsa04360:Axon guidance,
FYB	FYN binding protein(FYB)	Homo sapiens	hsa04015:Rap1 signaling pathway,
FCGR3A	Fc fragment of IgG receptor IIIa(FCGR3A)	Homo sapiens	hsa04145:Phagosome,hsa04380:Osteoclast differentiation,hsa04650:Natural killer cell mediated cytotoxicity,hsa05140:Leishmaniasis,hsa05150:Staphylococcus aureus infection,hsa05152:Tuberculosis,hsa05322:Systemic lupus erythematosus,
GM2A	GM2 ganglioside activator(GM2A)	Homo sapiens	hsa04142:Lysosome,
GAB1	GRB2 associated binding protein 1(GAB1)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa05100:Bacterial invasion of epithelial cells,hsa05205:Proteoglycans in cancer,hsa05211:Renal cell carcinoma,
GAB2	GRB2 associated binding protein 2(GAB2)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04380:Osteoclast differentiation,hsa04664:Fc epsilon RI signaling pathway,hsa04666:Fc gamma R-mediated phagocytosis,hsa05220:Chronic myeloid leukemia,
ITK	IL2 inducible T-cell kinase(ITK)	Homo sapiens	hsa04062:Chemokine signaling pathway,hsa04660:T cell receptor signaling pathway,hsa04670:Leukocyte transendothelial migration,
JAK3	Janus kinase 3(JAK3)	Homo sapiens	hsa04062:Chemokine signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04630:Jak-STAT signaling pathway,hsa05162:Measles,hsa05166:HTLV-I infection,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,
KITLG	KIT ligand(KITLG)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04640:Hematopoietic cell lineage,hsa04916:Melanogenesis,hsa05200:Pathways in cancer,
KRAS	KRAS proto-oncogene, GTPase(KRAS)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04062:Chemokine signaling pathway,hsa04068:FoxO signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04320:Dorso-ventral axis formation,hsa04360:Axon guidance,hsa04370:VEGF signaling pathway,hsa04530:Tight junction,hsa04540:Gap junction,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04650:Natural killer cell mediated cytotoxicity,hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04720:Long-term potentiation,hsa04722:Neurotrophin signaling pathway,hsa04725:Cholinergic synapse,hsa04726:Serotonergic synapse,hsa04730:Long-term depression,hsa04810:Regulation of actin cytoskeleton,hsa04910:Insulin signaling pathway,hsa04912:GnRH signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04915:Estrogen signaling pathway,hsa04916:Melanogenesis,hsa04917:Prolactin signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa04921:Oxytocin signaling pathway,hsa04960:Aldosterone-regulated sodium reabsorption,hsa05034:Alcoholism,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05210:Colorectal cancer,hsa05211:Renal cell carcinoma,hsa05212:Pancreatic cancer,hsa05213:Endometrial cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05216:Thyroid cancer,hsa05218:Melanoma,hsa05219:Bladder cancer,hsa05220:Chronic myeloid leukemia,hsa05221:Acute myeloid leukemia,hsa05223:Non-small cell lung cancer,hsa05230:Central carbon metabolism in cancer,hsa05231:Choline metabolism in cancer,
LCK	LCK proto-oncogene, Src family tyrosine kinase(LCK)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04380:Osteoclast differentiation,hsa04650:Natural killer cell mediated cytotoxicity,hsa04660:T cell receptor signaling pathway,hsa05166:HTLV-I infection,hsa05340:Primary immunodeficiency,
MET	MET proto-oncogene, receptor tyrosine kinase(MET)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04144:Endocytosis,hsa04151:PI3K-Akt signaling pathway,hsa04360:Axon guidance,hsa04510:Focal adhesion,hsa04520:Adherens junction,hsa05100:Bacterial invasion of epithelial cells,hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05144:Malaria,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05211:Renal cell carcinoma,hsa05218:Melanoma,hsa05230:Central carbon metabolism in cancer,
MPL	MPL proto-oncogene, thrombopoietin receptor(MPL)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,
NDST2	N-deacetylase and N-sulfotransferase 2(NDST2)	Homo sapiens	hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,hsa01100:Metabolic pathways,
NCK1	NCK adaptor protein 1(NCK1)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04360:Axon guidance,hsa04660:T cell receptor signaling pathway,hsa05130:Pathogenic Escherichia coli infection,
NPC2	NPC intracellular cholesterol transporter 2(NPC2)	Homo sapiens	hsa04142:Lysosome,
OCRL	OCRL, inositol polyphosphate-5-phosphatase(OCRL)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
RAB35	RAB35, member RAS oncogene family(RAB35)	Homo sapiens	hsa04144:Endocytosis,
RASGRP1	RAS guanyl releasing protein 1(RASGRP1)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04611:Platelet activation,hsa04660:T cell receptor signaling pathway,hsa05200:Pathways in cancer,
RASGRP2	RAS guanyl releasing protein 2(RASGRP2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04062:Chemokine signaling pathway,hsa04611:Platelet activation,hsa05200:Pathways in cancer,
RASGRP3	RAS guanyl releasing protein 3(RASGRP3)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04662:B cell receptor signaling pathway,hsa05200:Pathways in cancer,
RASGRP4	RAS guanyl releasing protein 4(RASGRP4)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa05200:Pathways in cancer,
RASA1	RAS p21 protein activator 1(RASA1)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04360:Axon guidance,
RASA2	RAS p21 protein activator 2(RASA2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa05203:Viral carcinogenesis,
RUFY1	RUN and FYVE domain containing 1(RUFY1)	Homo sapiens	hsa04144:Endocytosis,
RAPGEF1	Rap guanine nucleotide exchange factor 1(RAPGEF1)	Homo sapiens	hsa04015:Rap1 signaling pathway,hsa04510:Focal adhesion,hsa04722:Neurotrophin signaling pathway,hsa04910:Insulin signaling pathway,hsa05211:Renal cell carcinoma,
RAPGEF4	Rap guanine nucleotide exchange factor 4(RAPGEF4)	Homo sapiens	hsa04015:Rap1 signaling pathway,hsa04024:cAMP signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04670:Leukocyte transendothelial migration,hsa04911:Insulin secretion,
RASGRF1	Ras protein specific guanine nucleotide releasing factor 1(RASGRF1)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04510:Focal adhesion,
RASGRF2	Ras protein specific guanine nucleotide releasing factor 2(RASGRF2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,
ROCK1	Rho associated coiled-coil containing protein kinase 1(ROCK1)	Homo sapiens	hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04062:Chemokine signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04270:Vascular smooth muscle contraction,hsa04350:TGF-beta signaling pathway,hsa04360:Axon guidance,hsa04510:Focal adhesion,hsa04611:Platelet activation,hsa04670:Leukocyte transendothelial migration,hsa04810:Regulation of actin cytoskeleton,hsa04921:Oxytocin signaling pathway,hsa05130:Pathogenic Escherichia coli infection,hsa05131:Shigellosis,hsa05132:Salmonella infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,
SETD1B	SET domain containing 1B(SETD1B)	Homo sapiens	hsa00310:Lysine degradation,
SH2D1A	SH2 domain containing 1A(SH2D1A)	Homo sapiens	hsa04650:Natural killer cell mediated cytotoxicity,hsa05162:Measles,
SH2D1B	SH2 domain containing 1B(SH2D1B)	Homo sapiens	hsa04650:Natural killer cell mediated cytotoxicity,
SH2D2A	SH2 domain containing 2A(SH2D2A)	Homo sapiens	hsa04370:VEGF signaling pathway,
SH2B1	SH2B adaptor protein 1(SH2B1)	Homo sapiens	hsa04722:Neurotrophin signaling pathway,
SH2B2	SH2B adaptor protein 2(SH2B2)	Homo sapiens	hsa04722:Neurotrophin signaling pathway,hsa04910:Insulin signaling pathway,
SH2B3	SH2B adaptor protein 3(SH2B3)	Homo sapiens	hsa04722:Neurotrophin signaling pathway,
SH3BP2	SH3 domain binding protein 2(SH3BP2)	Homo sapiens	hsa04650:Natural killer cell mediated cytotoxicity,
SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3(SH3GL3)	Homo sapiens	hsa04144:Endocytosis,
SH3KBP1	SH3 domain containing kinase binding protein 1(SH3KBP1)	Homo sapiens	hsa04144:Endocytosis,
SHC2	SHC adaptor protein 2(SHC2)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04062:Chemokine signaling pathway,hsa04370:VEGF signaling pathway,hsa04510:Focal adhesion,hsa04650:Natural killer cell mediated cytotoxicity,hsa04722:Neurotrophin signaling pathway,hsa04910:Insulin signaling pathway,hsa04915:Estrogen signaling pathway,hsa04917:Prolactin signaling pathway,hsa05034:Alcoholism,hsa05100:Bacterial invasion of epithelial cells,hsa05214:Glioma,hsa05220:Chronic myeloid leukemia,
SHC3	SHC adaptor protein 3(SHC3)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04062:Chemokine signaling pathway,hsa04510:Focal adhesion,hsa04650:Natural killer cell mediated cytotoxicity,hsa04722:Neurotrophin signaling pathway,hsa04910:Insulin signaling pathway,hsa04915:Estrogen signaling pathway,hsa04917:Prolactin signaling pathway,hsa05034:Alcoholism,hsa05100:Bacterial invasion of epithelial cells,hsa05214:Glioma,hsa05220:Chronic myeloid leukemia,
SHC4	SHC adaptor protein 4(SHC4)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04062:Chemokine signaling pathway,hsa04510:Focal adhesion,hsa04650:Natural killer cell mediated cytotoxicity,hsa04722:Neurotrophin signaling pathway,hsa04910:Insulin signaling pathway,hsa04915:Estrogen signaling pathway,hsa04917:Prolactin signaling pathway,hsa05034:Alcoholism,hsa05100:Bacterial invasion of epithelial cells,hsa05206:MicroRNAs in cancer,hsa05214:Glioma,hsa05220:Chronic myeloid leukemia,
SMG1	SMG1, nonsense mediated mRNA decay associated PI3K related kinase(SMG1)	Homo sapiens	hsa03015:mRNA surveillance pathway,
SMG7	SMG7, nonsense mediated mRNA decay factor(SMG7)	Homo sapiens	hsa03015:mRNA surveillance pathway,
SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2(SOS2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04062:Chemokine signaling pathway,hsa04068:FoxO signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04320:Dorso-ventral axis formation,hsa04510:Focal adhesion,hsa04540:Gap junction,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa04910:Insulin signaling pathway,hsa04912:GnRH signaling pathway,hsa04915:Estrogen signaling pathway,hsa04917:Prolactin signaling pathway,hsa05034:Alcoholism,hsa05160:Hepatitis C,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05211:Renal cell carcinoma,hsa05213:Endometrial cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05220:Chronic myeloid leukemia,hsa05221:Acute myeloid leukemia,hsa05223:Non-small cell lung cancer,hsa05231:Choline metabolism in cancer,
TEK	TEK receptor tyrosine kinase(TEK)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa05323:Rheumatoid arthritis,
TXK	TXK tyrosine kinase(TXK)	Homo sapiens	hsa04670:Leukocyte transendothelial migration,
ALK	anaplastic lymphoma receptor tyrosine kinase(ALK)	Homo sapiens	hsa05223:Non-small cell lung cancer,
ANGPT1	angiopoietin 1(ANGPT1)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa05323:Rheumatoid arthritis,
ANGPT2	angiopoietin 2(ANGPT2)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,
AGTR2	angiotensin II receptor type 2(AGTR2)	Homo sapiens	hsa04080:Neuroactive ligand-receptor interaction,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04614:Renin-angiotensin system,
ATOX1	antioxidant 1 copper chaperone(ATOX1)	Homo sapiens	hsa04978:Mineral absorption,
ALOX12	arachidonate 12-lipoxygenase, 12S type(ALOX12)	Homo sapiens	hsa00590:Arachidonic acid metabolism,hsa01100:Metabolic pathways,hsa04726:Serotonergic synapse,hsa04750:Inflammatory mediator regulation of TRP channels,
ALOX15	arachidonate 15-lipoxygenase(ALOX15)	Homo sapiens	hsa00590:Arachidonic acid metabolism,hsa00591:Linoleic acid metabolism,hsa01100:Metabolic pathways,hsa04726:Serotonergic synapse,
ALOX15B	arachidonate 15-lipoxygenase, type B(ALOX15B)	Homo sapiens	hsa00590:Arachidonic acid metabolism,hsa01100:Metabolic pathways,hsa04726:Serotonergic synapse,
BTC	betacellulin(BTC)	Homo sapiens	hsa04012:ErbB signaling pathway,
CEL	carboxyl ester lipase(CEL)	Homo sapiens	hsa00100:Steroid biosynthesis,hsa00561:Glycerolipid metabolism,hsa01100:Metabolic pathways,hsa04972:Pancreatic secretion,hsa04975:Fat digestion and absorption,
CTF1	cardiotrophin 1(CTF1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,
CLCF1	cardiotrophin-like cytokine factor 1(CLCF1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
CARD11	caspase recruitment domain family member 11(CARD11)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,
CDC14B	cell division cycle 14B(CDC14B)	Homo sapiens	hsa04110:Cell cycle,
CHPT1	choline phosphotransferase 1(CHPT1)	Homo sapiens	hsa00564:Glycerophospholipid metabolism,hsa00565:Ether lipid metabolism,hsa01100:Metabolic pathways,hsa05231:Choline metabolism in cancer,
CSH1	chorionic somatomammotropin hormone 1(CSH1)	Homo sapiens	hsa04080:Neuroactive ligand-receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04630:Jak-STAT signaling pathway,
CNTFR	ciliary neurotrophic factor receptor(CNTFR)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,
CLPS	colipase(CLPS)	Homo sapiens	hsa04975:Fat digestion and absorption,
CSF1R	colony stimulating factor 1 receptor(CSF1R)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04144:Endocytosis,hsa04151:PI3K-Akt signaling pathway,hsa04380:Osteoclast differentiation,hsa04640:Hematopoietic cell lineage,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,
CSF2RA	colony stimulating factor 2 receptor alpha subunit(CSF2RA)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,hsa05200:Pathways in cancer,
CSF2RB	colony stimulating factor 2 receptor beta common subunit(CSF2RB)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04210:Apoptosis,hsa04630:Jak-STAT signaling pathway,
CSF2	colony stimulating factor 2(CSF2)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,hsa04650:Natural killer cell mediated cytotoxicity,hsa04660:T cell receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04668:TNF signaling pathway,hsa05132:Salmonella infection,hsa05146:Amoebiasis,hsa05166:HTLV-I infection,hsa05202:Transcriptional misregulation in cancer,hsa05323:Rheumatoid arthritis,
CSF3R	colony stimulating factor 3 receptor(CSF3R)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,hsa05200:Pathways in cancer,
