ID	Gene Name	Species	KEGG_PATHWAY
ADAM10	ADAM metallopeptidase domain 10(ADAM10)	Monodelphis domestica	mdo05010:Alzheimer's disease,
ADAM10	ADAM metallopeptidase domain 10(ADAM10)	Sus scrofa	ssc05010:Alzheimer's disease,
ADAM10	ADAM metallopeptidase domain 10(ADAM10)	Ornithorhynchus anatinus	oaa05010:Alzheimer's disease,
ADAM10	ADAM metallopeptidase domain 10(ADAM10)	Lipotes vexillifer	lve05010:Alzheimer's disease,
ADAM10	ADAM metallopeptidase domain 10(ADAM10)	Bos mutus	bom05010:Alzheimer's disease,
ADAM10	ADAM metallopeptidase domain 10(ADAM10)	Homo sapiens	hsa05010:Alzheimer's disease,hsa05120:Epithelial cell signaling in Helicobacter pylori infection,
ADAM10	ADAM metallopeptidase domain 10(ADAM10)	Pongo abelii	pon05010:Alzheimer's disease,
ADAM10	ADAM metallopeptidase domain 10(Adam10)	Rattus norvegicus	rno05010:Alzheimer's disease,
ADAM10	ADAM metallopeptidase domain 10(Adam10)	Nannospalax galili	ngi05010:Alzheimer's disease,
ADAM10	ADAM metallopeptidase domain 10(Adam10)	Cricetulus griseus	cge05010:Alzheimer's disease,
ADAM10	ADAM metallopeptidase domain 10(Adam10)	Heterocephalus glaber	hgl05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Bos mutus	bom04330:Notch signaling pathway,bom05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Nomascus leucogenys	nle04330:Notch signaling pathway,nle05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Myotis davidii	myd04330:Notch signaling pathway,myd05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Alligator sinensis	asn04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Callithrix jacchus	cjc04330:Notch signaling pathway,cjc05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Python bivittatus	pbi04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Pantholops hodgsonii	phd04330:Notch signaling pathway,phd05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Meleagris gallopavo	mgp04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Latimeria chalumnae	lcm04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Felis catus	fca04330:Notch signaling pathway,fca05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Falco peregrinus	fpg04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Canis lupus familiaris	cfa04330:Notch signaling pathway,cfa05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Pan paniscus	pps04330:Notch signaling pathway,pps05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Alligator mississippiensis	amj04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Oryctolagus cuniculus	ocu04330:Notch signaling pathway,ocu05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Macaca fascicularis	mcf04330:Notch signaling pathway,mcf05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Camelus ferus	cfr04330:Notch signaling pathway,cfr05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Gallus gallus	gga04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Panthera tigris altaica	ptg04330:Notch signaling pathway,ptg05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Bos taurus	bta04330:Notch signaling pathway,bta05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Pongo abelii	pon04330:Notch signaling pathway,pon05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Pelodiscus sinensis	pss04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Ficedula albicollis	fab04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Myotis brandtii	myb04330:Notch signaling pathway,myb05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Pseudopodoces humilis	phi04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Sarcophilus harrisii	shr04330:Notch signaling pathway,shr05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Falco cherrug	fch04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Ailuropoda melanoleuca	aml04330:Notch signaling pathway,aml05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Lipotes vexillifer	lve04330:Notch signaling pathway,lve05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Pan troglodytes	ptr04330:Notch signaling pathway,ptr05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Tupaia chinensis	tup04330:Notch signaling pathway,tup05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Ursus maritimus	umr04330:Notch signaling pathway,umr05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Ornithorhynchus anatinus	oaa04330:Notch signaling pathway,oaa05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Ovis aries	oas04330:Notch signaling pathway,oas05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Columba livia	clv04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Chelonia mydas	cmy04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Monodelphis domestica	mdo04330:Notch signaling pathway,mdo05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Taeniopygia guttata	tgu04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Homo sapiens	hsa04330:Notch signaling pathway,hsa05010:Alzheimer's disease,hsa05120:Epithelial cell signaling in Helicobacter pylori infection,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Macaca mulatta	mcc04330:Notch signaling pathway,mcc05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Sus scrofa	ssc04330:Notch signaling pathway,ssc05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Capra hircus	chx04330:Notch signaling pathway,chx05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(ADAM17)	Equus caballus	ecb04330:Notch signaling pathway,ecb05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(Adam17)	Nannospalax galili	ngi04330:Notch signaling pathway,ngi05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(Adam17)	Heterocephalus glaber	hgl04330:Notch signaling pathway,hgl05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(Adam17)	Cricetulus griseus	cge04330:Notch signaling pathway,cge05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(Adam17)	Rattus norvegicus	rno04330:Notch signaling pathway,rno05010:Alzheimer's disease,
ADAM17	ADAM metallopeptidase domain 17(adam17)	Xiphophorus maculatus	xma04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(adam17)	Xenopus tropicalis	xtr04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(adam17)	Callorhinchus milii	cmk04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(adam17)	Takifugu rubripes	tru04330:Notch signaling pathway,
ADAM17	ADAM metallopeptidase domain 17(adam17)	Anolis carolinensis	acs04330:Notch signaling pathway,
AFF1	AF4/FMR2 family member 1(AFF1)	Felis catus	fca05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Pongo abelii	pon05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Monodelphis domestica	mdo05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Bos taurus	bta05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Myotis davidii	myd05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Bos mutus	bom05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Nomascus leucogenys	nle05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Macaca fascicularis	mcf05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Equus caballus	ecb05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Panthera tigris altaica	ptg05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Oryctolagus cuniculus	ocu05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Camelus ferus	cfr05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Pan paniscus	pps05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Myotis brandtii	myb05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Gorilla gorilla	ggo05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Canis lupus familiaris	cfa05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Callithrix jacchus	cjc05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Pan troglodytes	ptr05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Sarcophilus harrisii	shr05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Ailuropoda melanoleuca	aml05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Ursus maritimus	umr05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Sus scrofa	ssc05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Ornithorhynchus anatinus	oaa05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Macaca mulatta	mcc05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Lipotes vexillifer	lve05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Ovis aries	oas05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Pantholops hodgsonii	phd05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(AFF1)	Capra hircus	chx05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(Aff1)	Cricetulus griseus	cge05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(Aff1)	Nannospalax galili	ngi05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family member 1(Aff1)	Heterocephalus glaber	hgl05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family, member 1(Aff1)	Mus musculus	mmu05202:Transcriptional misregulation in cancer,
AFF1	AF4/FMR2 family, member 1(Aff1)	Rattus norvegicus	rno05202:Transcriptional misregulation in cancer,
APH1B	APH1B gamma secretase subunit(aph1b)	Danio rerio	dre04330:Notch signaling pathway,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Bos taurus	bta00310:Lysine degradation,bta04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Panthera tigris altaica	ptg00310:Lysine degradation,ptg04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Pantholops hodgsonii	phd00310:Lysine degradation,phd04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Monodelphis domestica	mdo00310:Lysine degradation,mdo04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Alligator mississippiensis	amj00310:Lysine degradation,amj04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Bos mutus	bom00310:Lysine degradation,bom04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Alligator sinensis	asn00310:Lysine degradation,asn04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Python bivittatus	pbi00310:Lysine degradation,pbi04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Myotis davidii	myd00310:Lysine degradation,myd04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Tupaia chinensis	tup00310:Lysine degradation,tup04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Canis lupus familiaris	cfa00310:Lysine degradation,cfa04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Oryctolagus cuniculus	ocu00310:Lysine degradation,ocu04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Sus scrofa	ssc00310:Lysine degradation,ssc04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Equus caballus	ecb00310:Lysine degradation,ecb04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Latimeria chalumnae	lcm00310:Lysine degradation,lcm04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Felis catus	fca00310:Lysine degradation,fca04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Gorilla gorilla	ggo00310:Lysine degradation,ggo04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Ficedula albicollis	fab00310:Lysine degradation,fab04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Callithrix jacchus	cjc00310:Lysine degradation,cjc04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Pseudopodoces humilis	phi00310:Lysine degradation,phi04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Macaca fascicularis	mcf00310:Lysine degradation,mcf04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Meleagris gallopavo	mgp00310:Lysine degradation,mgp04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Sarcophilus harrisii	shr00310:Lysine degradation,shr04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Pan paniscus	pps00310:Lysine degradation,pps04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Falco peregrinus	fpg00310:Lysine degradation,fpg04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Myotis brandtii	myb00310:Lysine degradation,myb04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Chelonia mydas	cmy00310:Lysine degradation,cmy04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Falco cherrug	fch00310:Lysine degradation,fch04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Lipotes vexillifer	lve00310:Lysine degradation,lve04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Pelodiscus sinensis	pss00310:Lysine degradation,pss04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Nomascus leucogenys	nle00310:Lysine degradation,nle04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Ovis aries	oas00310:Lysine degradation,oas04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Taeniopygia guttata	tgu00310:Lysine degradation,tgu04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Ailuropoda melanoleuca	aml00310:Lysine degradation,aml04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Ursus maritimus	umr00310:Lysine degradation,umr04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Homo sapiens	hsa00310:Lysine degradation,hsa04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Columba livia	clv00310:Lysine degradation,clv04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ASH1L)	Capra hircus	chx00310:Lysine degradation,chx04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(Ash1l)	Cricetulus griseus	cge00310:Lysine degradation,cge04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(Ash1l)	Nannospalax galili	ngi00310:Lysine degradation,ngi04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(Ash1l)	Heterocephalus glaber	hgl00310:Lysine degradation,hgl04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(Ash1l)	Rattus norvegicus	rno00310:Lysine degradation,rno04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ash1l)	Xiphophorus maculatus	xma00310:Lysine degradation,xma04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ash1l)	Maylandia zebra	mze00310:Lysine degradation,mze04530:Tight junction,
ASH1L	ASH1 like histone lysine methyltransferase(ash1l)	Anolis carolinensis	acs00310:Lysine degradation,acs04530:Tight junction,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Macaca fascicularis	mcf02010:ABC transporters,mcf04071:Sphingolipid signaling pathway,mcf04977:Vitamin digestion and absorption,mcf05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Felis catus	fca02010:ABC transporters,fca04071:Sphingolipid signaling pathway,fca04977:Vitamin digestion and absorption,fca05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Panthera tigris altaica	ptg02010:ABC transporters,ptg04071:Sphingolipid signaling pathway,ptg04977:Vitamin digestion and absorption,ptg05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Bos mutus	bom02010:ABC transporters,bom04071:Sphingolipid signaling pathway,bom04977:Vitamin digestion and absorption,bom05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Sus scrofa	ssc02010:ABC transporters,ssc04071:Sphingolipid signaling pathway,ssc04977:Vitamin digestion and absorption,ssc05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Pantholops hodgsonii	phd02010:ABC transporters,phd04071:Sphingolipid signaling pathway,phd04977:Vitamin digestion and absorption,phd05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Capra hircus	chx02010:ABC transporters,chx04071:Sphingolipid signaling pathway,chx04977:Vitamin digestion and absorption,chx05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Python bivittatus	pbi02010:ABC transporters,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Nomascus leucogenys	nle02010:ABC transporters,nle04071:Sphingolipid signaling pathway,nle04977:Vitamin digestion and absorption,nle05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Tupaia chinensis	tup02010:ABC transporters,tup04071:Sphingolipid signaling pathway,tup04977:Vitamin digestion and absorption,tup05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Bos taurus	bta02010:ABC transporters,bta04071:Sphingolipid signaling pathway,bta04977:Vitamin digestion and absorption,bta05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Camelus ferus	cfr02010:ABC transporters,cfr04071:Sphingolipid signaling pathway,cfr04977:Vitamin digestion and absorption,cfr05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Myotis davidii	myd02010:ABC transporters,myd04071:Sphingolipid signaling pathway,myd04977:Vitamin digestion and absorption,myd05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Latimeria chalumnae	lcm02010:ABC transporters,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Meleagris gallopavo	mgp02010:ABC transporters,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Macaca mulatta	mcc02010:ABC transporters,mcc04071:Sphingolipid signaling pathway,mcc04977:Vitamin digestion and absorption,mcc05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Oryctolagus cuniculus	ocu02010:ABC transporters,ocu04071:Sphingolipid signaling pathway,ocu04977:Vitamin digestion and absorption,ocu05206:MicroRNAs in cancer,
ABCC1	ATP binding cassette subfamily C member 1(ABCC1)	Gorilla gorilla	ggo02010:ABC transporters,ggo04071:Sphingolipid signaling pathway,ggo04977:Vitamin digestion and absorption,ggo05206:MicroRNAs in cancer,
