ID	Gene Name	Species	KEGG_PATHWAY
NADK	NAD kinase(NADK)	Homo sapiens	hsa00760:Nicotinate and nicotinamide metabolism,hsa01100:Metabolic pathways,
NADSYN1	NAD synthetase 1(NADSYN1)	Homo sapiens	hsa00760:Nicotinate and nicotinamide metabolism,hsa01100:Metabolic pathways,
NAE1	NEDD8 activating enzyme E1 subunit 1(NAE1)	Homo sapiens	hsa05010:Alzheimer's disease,
PIM2	Pim-2 proto-oncogene, serine/threonine kinase(PIM2)	Homo sapiens	hsa05221:Acute myeloid leukemia,
RAB14	RAB14, member RAS oncogene family(RAB14)	Homo sapiens	hsa04152:AMPK signaling pathway,
RAB1B	RAB1B, member RAS oncogene family(RAB1B)	Homo sapiens	hsa05134:Legionellosis,
RAB5C	RAB5C, member RAS oncogene family(RAB5C)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04144:Endocytosis,hsa04145:Phagosome,hsa04962:Vasopressin-regulated water reabsorption,hsa05146:Amoebiasis,hsa05152:Tuberculosis,
RANBP1	RAN binding protein 1(RANBP1)	Homo sapiens	hsa05166:HTLV-I infection,hsa05203:Viral carcinogenesis,
SEC24C	SEC24 homolog C, COPII coat complex component(SEC24C)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
SH3GLB1	SH3 domain containing GRB2 like endophilin B1(SH3GLB1)	Homo sapiens	hsa04144:Endocytosis,
SLX1A	SLX1 homolog A, structure-specific endonuclease subunit(SLX1A)	Homo sapiens	hsa03460:Fanconi anemia pathway,
SLX1B	SLX1 homolog B, structure-specific endonuclease subunit(SLX1B)	Homo sapiens	hsa03460:Fanconi anemia pathway,
SEC23B	Sec23 homolog B, coat complex II component(SEC23B)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
SAP18	Sin3A associated protein 18(SAP18)	Homo sapiens	hsa03013:RNA transport,hsa03015:mRNA surveillance pathway,
TBPL1	TATA-box binding protein like 1(TBPL1)	Homo sapiens	hsa03022:Basal transcription factors,hsa05016:Huntington's disease,hsa05166:HTLV-I infection,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,
TIRAP	TIR domain containing adaptor protein(TIRAP)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa05133:Pertussis,hsa05152:Tuberculosis,hsa05161:Hepatitis B,
TRAF6	TNF receptor associated factor 6(TRAF6)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04064:NF-kappa B signaling pathway,hsa04120:Ubiquitin mediated proteolysis,hsa04144:Endocytosis,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa05133:Pertussis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05162:Measles,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
TNFRSF10D	TNF receptor superfamily member 10d(TNFRSF10D)	Homo sapiens	hsa04210:Apoptosis,hsa04650:Natural killer cell mediated cytotoxicity,hsa05162:Measles,hsa05164:Influenza A,
TROVE2	TROVE domain family member 2(TROVE2)	Homo sapiens	hsa05322:Systemic lupus erythematosus,
GALE	UDP-galactose-4-epimerase(GALE)	Homo sapiens	hsa00052:Galactose metabolism,hsa00520:Amino sugar and nucleotide sugar metabolism,hsa01100:Metabolic pathways,
AACS	acetoacetyl-CoA synthetase(AACS)	Homo sapiens	hsa00280:Valine, leucine and isoleucine degradation,hsa00650:Butanoate metabolism,
ACAT2	acetyl-CoA acetyltransferase 2(ACAT2)	Homo sapiens	hsa00071:Fatty acid degradation,hsa00072:Synthesis and degradation of ketone bodies,hsa00280:Valine, leucine and isoleucine degradation,hsa00310:Lysine degradation,hsa00380:Tryptophan metabolism,hsa00620:Pyruvate metabolism,hsa00630:Glyoxylate and dicarboxylate metabolism,hsa00640:Propanoate metabolism,hsa00650:Butanoate metabolism,hsa00900:Terpenoid backbone biosynthesis,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa01212:Fatty acid metabolism,
ACAA1	acetyl-CoA acyltransferase 1(ACAA1)	Homo sapiens	hsa00071:Fatty acid degradation,hsa00280:Valine, leucine and isoleucine degradation,hsa00592:alpha-Linolenic acid metabolism,hsa01040:Biosynthesis of unsaturated fatty acids,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01212:Fatty acid metabolism,hsa03320:PPAR signaling pathway,hsa04146:Peroxisome,
ACAA2	acetyl-CoA acyltransferase 2(ACAA2)	Homo sapiens	hsa00062:Fatty acid elongation,hsa00071:Fatty acid degradation,hsa00280:Valine, leucine and isoleucine degradation,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01212:Fatty acid metabolism,
ASMT	acetylserotonin O-methyltransferase(ASMT)	Homo sapiens	hsa00380:Tryptophan metabolism,hsa01100:Metabolic pathways,
ACP2	acid phosphatase 2, lysosomal(ACP2)	Homo sapiens	hsa04142:Lysosome,
ACP5	acid phosphatase 5, tartrate resistant(ACP5)	Homo sapiens	hsa04142:Lysosome,hsa04380:Osteoclast differentiation,hsa05323:Rheumatoid arthritis,
AICDA	activation induced cytidine deaminase(AICDA)	Homo sapiens	hsa04672:Intestinal immune network for IgA production,hsa05340:Primary immunodeficiency,
ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain(ACADS)	Homo sapiens	hsa00071:Fatty acid degradation,hsa00280:Valine, leucine and isoleucine degradation,hsa00650:Butanoate metabolism,hsa01100:Metabolic pathways,hsa01200:Carbon metabolism,hsa01212:Fatty acid metabolism,
ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain(ACADM)	Homo sapiens	hsa00071:Fatty acid degradation,hsa00280:Valine, leucine and isoleucine degradation,hsa00410:beta-Alanine metabolism,hsa00640:Propanoate metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa01212:Fatty acid metabolism,hsa03320:PPAR signaling pathway,
ACADL	acyl-CoA dehydrogenase, long chain(ACADL)	Homo sapiens	hsa00071:Fatty acid degradation,hsa01100:Metabolic pathways,hsa01212:Fatty acid metabolism,hsa03320:PPAR signaling pathway,
ACADSB	acyl-CoA dehydrogenase, short/branched chain(ACADSB)	Homo sapiens	hsa00071:Fatty acid degradation,hsa00280:Valine, leucine and isoleucine degradation,hsa01100:Metabolic pathways,hsa01212:Fatty acid metabolism,
ACOX1	acyl-CoA oxidase 1(ACOX1)	Homo sapiens	hsa00071:Fatty acid degradation,hsa00592:alpha-Linolenic acid metabolism,hsa01040:Biosynthesis of unsaturated fatty acids,hsa01100:Metabolic pathways,hsa01212:Fatty acid metabolism,hsa03320:PPAR signaling pathway,hsa04024:cAMP signaling pathway,hsa04146:Peroxisome,
ACOX2	acyl-CoA oxidase 2(ACOX2)	Homo sapiens	hsa00120:Primary bile acid biosynthesis,hsa01100:Metabolic pathways,hsa03320:PPAR signaling pathway,hsa04146:Peroxisome,
ACSL1	acyl-CoA synthetase long-chain family member 1(ACSL1)	Homo sapiens	hsa00061:Fatty acid biosynthesis,hsa00071:Fatty acid degradation,hsa01100:Metabolic pathways,hsa01212:Fatty acid metabolism,hsa03320:PPAR signaling pathway,hsa04146:Peroxisome,hsa04920:Adipocytokine signaling pathway,
ACSL3	acyl-CoA synthetase long-chain family member 3(ACSL3)	Homo sapiens	hsa00061:Fatty acid biosynthesis,hsa00071:Fatty acid degradation,hsa01100:Metabolic pathways,hsa01212:Fatty acid metabolism,hsa03320:PPAR signaling pathway,hsa04146:Peroxisome,hsa04920:Adipocytokine signaling pathway,
ACSL5	acyl-CoA synthetase long-chain family member 5(ACSL5)	Homo sapiens	hsa00061:Fatty acid biosynthesis,hsa00071:Fatty acid degradation,hsa01100:Metabolic pathways,hsa01212:Fatty acid metabolism,hsa03320:PPAR signaling pathway,hsa04146:Peroxisome,hsa04920:Adipocytokine signaling pathway,
ACSL6	acyl-CoA synthetase long-chain family member 6(ACSL6)	Homo sapiens	hsa00061:Fatty acid biosynthesis,hsa00071:Fatty acid degradation,hsa01100:Metabolic pathways,hsa01212:Fatty acid metabolism,hsa03320:PPAR signaling pathway,hsa04146:Peroxisome,hsa04920:Adipocytokine signaling pathway,
ACSS1	acyl-CoA synthetase short-chain family member 1(ACSS1)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00620:Pyruvate metabolism,hsa00640:Propanoate metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,
ACOT12	acyl-CoA thioesterase 12(ACOT12)	Homo sapiens	hsa00620:Pyruvate metabolism,
ACYP1	acylphosphatase 1(ACYP1)	Homo sapiens	hsa00620:Pyruvate metabolism,
ACYP2	acylphosphatase 2(ACYP2)	Homo sapiens	hsa00620:Pyruvate metabolism,
AMPD1	adenosine monophosphate deaminase 1(AMPD1)	Homo sapiens	hsa00230:Purine metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,
AMPD2	adenosine monophosphate deaminase 2(AMPD2)	Homo sapiens	hsa00230:Purine metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,
AHCYL1	adenosylhomocysteinase like 1(AHCYL1)	Homo sapiens	hsa00270:Cysteine and methionine metabolism,hsa01100:Metabolic pathways,
AHCYL2	adenosylhomocysteinase like 2(AHCYL2)	Homo sapiens	hsa00270:Cysteine and methionine metabolism,hsa01100:Metabolic pathways,
ADSSL1	adenylosuccinate synthase like 1(ADSSL1)	Homo sapiens	hsa00230:Purine metabolism,hsa00250:Alanine, aspartate and glutamate metabolism,hsa01100:Metabolic pathways,
ADSS	adenylosuccinate synthase(ADSS)	Homo sapiens	hsa00230:Purine metabolism,hsa00250:Alanine, aspartate and glutamate metabolism,hsa01100:Metabolic pathways,
AGMAT	agmatinase(AGMAT)	Homo sapiens	hsa00330:Arginine and proline metabolism,hsa01100:Metabolic pathways,
ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide(ADH1A)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00071:Fatty acid degradation,hsa00350:Tyrosine metabolism,hsa00830:Retinol metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa01100:Metabolic pathways,hsa05204:Chemical carcinogenesis,
ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide(ADH1B)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00071:Fatty acid degradation,hsa00350:Tyrosine metabolism,hsa00830:Retinol metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa01100:Metabolic pathways,hsa05204:Chemical carcinogenesis,
ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide(ADH4)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00071:Fatty acid degradation,hsa00350:Tyrosine metabolism,hsa00830:Retinol metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa01100:Metabolic pathways,hsa05204:Chemical carcinogenesis,
ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide(ADH5)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00071:Fatty acid degradation,hsa00350:Tyrosine metabolism,hsa00830:Retinol metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa01220:Degradation of aromatic compounds,hsa05204:Chemical carcinogenesis,
ADH6	alcohol dehydrogenase 6 (class V)(ADH6)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00071:Fatty acid degradation,hsa00350:Tyrosine metabolism,hsa00830:Retinol metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa01100:Metabolic pathways,hsa05204:Chemical carcinogenesis,
ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide(ADH7)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00071:Fatty acid degradation,hsa00350:Tyrosine metabolism,hsa00830:Retinol metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa01100:Metabolic pathways,hsa05204:Chemical carcinogenesis,
ALDH1A1	aldehyde dehydrogenase 1 family member A1(ALDH1A1)	Homo sapiens	hsa00830:Retinol metabolism,hsa01100:Metabolic pathways,
ALDH1A3	aldehyde dehydrogenase 1 family member A3(ALDH1A3)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00340:Histidine metabolism,hsa00350:Tyrosine metabolism,hsa00360:Phenylalanine metabolism,hsa00410:beta-Alanine metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa01100:Metabolic pathways,hsa05204:Chemical carcinogenesis,
ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)(ALDH2)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00040:Pentose and glucuronate interconversions,hsa00053:Ascorbate and aldarate metabolism,hsa00071:Fatty acid degradation,hsa00280:Valine, leucine and isoleucine degradation,hsa00310:Lysine degradation,hsa00330:Arginine and proline metabolism,hsa00340:Histidine metabolism,hsa00380:Tryptophan metabolism,hsa00410:beta-Alanine metabolism,hsa00561:Glycerolipid metabolism,hsa00620:Pyruvate metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,
ALDH3A1	aldehyde dehydrogenase 3 family member A1(ALDH3A1)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00340:Histidine metabolism,hsa00350:Tyrosine metabolism,hsa00360:Phenylalanine metabolism,hsa00410:beta-Alanine metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa01100:Metabolic pathways,hsa05204:Chemical carcinogenesis,
ALDH3A2	aldehyde dehydrogenase 3 family member A2(ALDH3A2)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00040:Pentose and glucuronate interconversions,hsa00053:Ascorbate and aldarate metabolism,hsa00071:Fatty acid degradation,hsa00280:Valine, leucine and isoleucine degradation,hsa00310:Lysine degradation,hsa00330:Arginine and proline metabolism,hsa00340:Histidine metabolism,hsa00380:Tryptophan metabolism,hsa00410:beta-Alanine metabolism,hsa00561:Glycerolipid metabolism,hsa00620:Pyruvate metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,
ALDH3B1	aldehyde dehydrogenase 3 family member B1(ALDH3B1)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00340:Histidine metabolism,hsa00350:Tyrosine metabolism,hsa00360:Phenylalanine metabolism,hsa00410:beta-Alanine metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa01100:Metabolic pathways,hsa05204:Chemical carcinogenesis,
ALDH3B2	aldehyde dehydrogenase 3 family member B2(ALDH3B2)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00340:Histidine metabolism,hsa00350:Tyrosine metabolism,hsa00360:Phenylalanine metabolism,hsa00410:beta-Alanine metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa01100:Metabolic pathways,hsa05204:Chemical carcinogenesis,
ALDH6A1	aldehyde dehydrogenase 6 family member A1(ALDH6A1)	Homo sapiens	hsa00280:Valine, leucine and isoleucine degradation,hsa00410:beta-Alanine metabolism,hsa00562:Inositol phosphate metabolism,hsa00640:Propanoate metabolism,hsa01100:Metabolic pathways,hsa01200:Carbon metabolism,
ALDH7A1	aldehyde dehydrogenase 7 family member A1(ALDH7A1)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00053:Ascorbate and aldarate metabolism,hsa00071:Fatty acid degradation,hsa00260:Glycine, serine and threonine metabolism,hsa00280:Valine, leucine and isoleucine degradation,hsa00300:Lysine biosynthesis,hsa00310:Lysine degradation,hsa00330:Arginine and proline metabolism,hsa00340:Histidine metabolism,hsa00380:Tryptophan metabolism,hsa00410:beta-Alanine metabolism,hsa00561:Glycerolipid metabolism,hsa00620:Pyruvate metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01230:Biosynthesis of amino acids,
ALDH9A1	aldehyde dehydrogenase 9 family member A1(ALDH9A1)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00053:Ascorbate and aldarate metabolism,hsa00071:Fatty acid degradation,hsa00280:Valine, leucine and isoleucine degradation,hsa00310:Lysine degradation,hsa00330:Arginine and proline metabolism,hsa00340:Histidine metabolism,hsa00380:Tryptophan metabolism,hsa00410:beta-Alanine metabolism,hsa00561:Glycerolipid metabolism,hsa00620:Pyruvate metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,
AOX1	aldehyde oxidase 1(AOX1)	Homo sapiens	hsa00280:Valine, leucine and isoleucine degradation,hsa00350:Tyrosine metabolism,hsa00380:Tryptophan metabolism,hsa00750:Vitamin B6 metabolism,hsa00760:Nicotinate and nicotinamide metabolism,hsa00830:Retinol metabolism,hsa00982:Drug metabolism - cytochrome P450,hsa01100:Metabolic pathways,
AKR1B1	aldo-keto reductase family 1 member B(AKR1B1)	Homo sapiens	hsa00040:Pentose and glucuronate interconversions,hsa00051:Fructose and mannose metabolism,hsa00052:Galactose metabolism,hsa00561:Glycerolipid metabolism,hsa01100:Metabolic pathways,
AKR1B10	aldo-keto reductase family 1 member B10(AKR1B10)	Homo sapiens	hsa00040:Pentose and glucuronate interconversions,hsa00051:Fructose and mannose metabolism,hsa00052:Galactose metabolism,hsa00561:Glycerolipid metabolism,hsa01100:Metabolic pathways,
AKR1D1	aldo-keto reductase family 1 member D1(AKR1D1)	Homo sapiens	hsa00120:Primary bile acid biosynthesis,hsa00140:Steroid hormone biosynthesis,hsa01100:Metabolic pathways,
AKR7A2	aldo-keto reductase family 7 member A2(AKR7A2)	Homo sapiens	hsa00980:Metabolism of xenobiotics by cytochrome P450,
ALPI	alkaline phosphatase, intestinal(ALPI)	Homo sapiens	hsa00790:Folate biosynthesis,hsa01100:Metabolic pathways,
ALPL	alkaline phosphatase, liver/bone/kidney(ALPL)	Homo sapiens	hsa00790:Folate biosynthesis,hsa01100:Metabolic pathways,
ALPPL2	alkaline phosphatase, placental like 2(ALPPL2)	Homo sapiens	hsa00790:Folate biosynthesis,hsa01100:Metabolic pathways,
AGPS	alkylglycerone phosphate synthase(AGPS)	Homo sapiens	hsa00565:Ether lipid metabolism,hsa01100:Metabolic pathways,hsa04146:Peroxisome,
AOC1	amine oxidase, copper containing 1(AOC1)	Homo sapiens	hsa00330:Arginine and proline metabolism,hsa00340:Histidine metabolism,hsa00380:Tryptophan metabolism,hsa01100:Metabolic pathways,
AOC2	amine oxidase, copper containing 2(AOC2)	Homo sapiens	hsa00260:Glycine, serine and threonine metabolism,hsa00350:Tyrosine metabolism,hsa00360:Phenylalanine metabolism,hsa00410:beta-Alanine metabolism,hsa01100:Metabolic pathways,
AOC3	amine oxidase, copper containing 3(AOC3)	Homo sapiens	hsa00260:Glycine, serine and threonine metabolism,hsa00350:Tyrosine metabolism,hsa00360:Phenylalanine metabolism,hsa00410:beta-Alanine metabolism,hsa01100:Metabolic pathways,
AADAT	aminoadipate aminotransferase(AADAT)	Homo sapiens	hsa00300:Lysine biosynthesis,hsa00310:Lysine degradation,hsa00380:Tryptophan metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01210:2-Oxocarboxylic acid metabolism,hsa01230:Biosynthesis of amino acids,
ALOX5	arachidonate 5-lipoxygenase(ALOX5)	Homo sapiens	hsa00590:Arachidonic acid metabolism,hsa01100:Metabolic pathways,hsa04726:Serotonergic synapse,hsa04913:Ovarian steroidogenesis,hsa05145:Toxoplasmosis,
ASGR1	asialoglycoprotein receptor 1(ASGR1)	Homo sapiens	hsa04918:Thyroid hormone synthesis,
