ID	Gene Name	Species	KEGG_PATHWAY
BCL2L1	BCL2 like 1(BCL2L1)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04064:NF-kappa B signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04210:Apoptosis,hsa04630:Jak-STAT signaling pathway,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05145:Toxoplasmosis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05212:Pancreatic cancer,hsa05220:Chronic myeloid leukemia,hsa05222:Small cell lung cancer,
BCL2L11	BCL2 like 11(BCL2L11)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05206:MicroRNAs in cancer,
BCL2L2	BCL2 like 2(BCL2L2)	Homo sapiens	hsa05206:MicroRNAs in cancer,
BCL2A1	BCL2 related protein A1(BCL2A1)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa05202:Transcriptional misregulation in cancer,
BCL2	BCL2, apoptosis regulator(BCL2)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04141:Protein processing in endoplasmic reticulum,hsa04151:PI3K-Akt signaling pathway,hsa04210:Apoptosis,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04510:Focal adhesion,hsa04722:Neurotrophin signaling pathway,hsa04725:Cholinergic synapse,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05161:Hepatitis B,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05206:MicroRNAs in cancer,hsa05210:Colorectal cancer,hsa05215:Prostate cancer,hsa05222:Small cell lung cancer,
BID	BH3 interacting domain death agonist(BID)	Homo sapiens	hsa04071:Sphingolipid signaling pathway,hsa04115:p53 signaling pathway,hsa04210:Apoptosis,hsa04650:Natural killer cell mediated cytotoxicity,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05152:Tuberculosis,hsa05200:Pathways in cancer,hsa05416:Viral myocarditis,
BTG3	BTG anti-proliferation factor 3(BTG3)	Homo sapiens	hsa03018:RNA degradation,
BMF	Bcl2 modifying factor(BMF)	Homo sapiens	hsa05206:MicroRNAs in cancer,
CFLAR	CASP8 and FADD like apoptosis regulator(CFLAR)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04210:Apoptosis,hsa04668:TNF signaling pathway,hsa05142:Chagas disease (American trypanosomiasis),
CNOT10	CCR4-NOT transcription complex subunit 10(CNOT10)	Homo sapiens	hsa03018:RNA degradation,
CD1A	CD1a molecule(CD1A)	Homo sapiens	hsa04640:Hematopoietic cell lineage,
CD1B	CD1b molecule(CD1B)	Homo sapiens	hsa04640:Hematopoietic cell lineage,
CD1C	CD1c molecule(CD1C)	Homo sapiens	hsa04640:Hematopoietic cell lineage,
CD27	CD27 molecule(CD27)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
CD40	CD40 molecule(CD40)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04064:NF-kappa B signaling pathway,hsa04514:Cell adhesion molecules (CAMs),hsa04620:Toll-like receptor signaling pathway,hsa04672:Intestinal immune network for IgA production,hsa05144:Malaria,hsa05145:Toxoplasmosis,hsa05166:HTLV-I infection,hsa05169:Epstein-Barr virus infection,hsa05202:Transcriptional misregulation in cancer,hsa05310:Asthma,hsa05320:Autoimmune thyroid disease,hsa05322:Systemic lupus erythematosus,hsa05330:Allograft rejection,hsa05340:Primary immunodeficiency,hsa05416:Viral myocarditis,
CD8A	CD8a molecule(CD8A)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04612:Antigen processing and presentation,hsa04640:Hematopoietic cell lineage,hsa04660:T cell receptor signaling pathway,hsa05340:Primary immunodeficiency,
CD8B	CD8b molecule(CD8B)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04612:Antigen processing and presentation,hsa04640:Hematopoietic cell lineage,hsa04660:T cell receptor signaling pathway,hsa05340:Primary immunodeficiency,
CD99	CD99 molecule(CD99)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04670:Leukocyte transendothelial migration,
CLN3	CLN3, battenin(CLN3)	Homo sapiens	hsa04142:Lysosome,
CRKL	CRK like proto-oncogene, adaptor protein(CRKL)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04015:Rap1 signaling pathway,hsa04062:Chemokine signaling pathway,hsa04510:Focal adhesion,hsa04666:Fc gamma R-mediated phagocytosis,hsa04722:Neurotrophin signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa04910:Insulin signaling pathway,hsa05100:Bacterial invasion of epithelial cells,hsa05131:Shigellosis,hsa05200:Pathways in cancer,hsa05206:MicroRNAs in cancer,hsa05211:Renal cell carcinoma,hsa05220:Chronic myeloid leukemia,
CWC15	CWC15 spliceosome associated protein homolog(CWC15)	Homo sapiens	hsa03040:Spliceosome,
DFFA	DNA fragmentation factor subunit alpha(DFFA)	Homo sapiens	hsa04210:Apoptosis,
DFFB	DNA fragmentation factor subunit beta(DFFB)	Homo sapiens	hsa04210:Apoptosis,
LIG3	DNA ligase 3(LIG3)	Homo sapiens	hsa03410:Base excision repair,
POLB	DNA polymerase beta(POLB)	Homo sapiens	hsa03410:Base excision repair,hsa05166:HTLV-I infection,hsa05203:Viral carcinogenesis,
POLK	DNA polymerase kappa(POLK)	Homo sapiens	hsa03460:Fanconi anemia pathway,
ELF5	E74 like ETS transcription factor 5(ELF5)	Homo sapiens	hsa04917:Prolactin signaling pathway,
EWSR1	EWS RNA binding protein 1(EWSR1)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
FRMD6	FERM domain containing 6(FRMD6)	Homo sapiens	hsa04390:Hippo signaling pathway,
FXR2	FMR1 autosomal homolog 2(FXR2)	Homo sapiens	hsa03013:RNA transport,
FADD	Fas associated via death domain(FADD)	Homo sapiens	hsa04210:Apoptosis,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04668:TNF signaling pathway,hsa05010:Alzheimer's disease,hsa05142:Chagas disease (American trypanosomiasis),hsa05152:Tuberculosis,hsa05161:Hepatitis B,hsa05168:Herpes simplex infection,hsa05200:Pathways in cancer,
FAS	Fas cell surface death receptor(FAS)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04115:p53 signaling pathway,hsa04210:Apoptosis,hsa04650:Natural killer cell mediated cytotoxicity,hsa04668:TNF signaling pathway,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa04940:Type I diabetes mellitus,hsa05010:Alzheimer's disease,hsa05142:Chagas disease (American trypanosomiasis),hsa05143:African trypanosomiasis,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05320:Autoimmune thyroid disease,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,
FASLG	Fas ligand(FASLG)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04068:FoxO signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04210:Apoptosis,hsa04650:Natural killer cell mediated cytotoxicity,hsa04722:Neurotrophin signaling pathway,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa04940:Type I diabetes mellitus,hsa05142:Chagas disease (American trypanosomiasis),hsa05143:African trypanosomiasis,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05320:Autoimmune thyroid disease,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,
GPSM1	G-protein signaling modulator 1(GPSM1)	Homo sapiens	hsa05030:Cocaine addiction,
GIT2	GIT ArfGAP 2(GIT2)	Homo sapiens	hsa04144:Endocytosis,
HTRA2	HtrA serine peptidase 2(HTRA2)	Homo sapiens	hsa05012:Parkinson's disease,
KIAA0196	KIAA0196(KIAA0196)	Homo sapiens	hsa04144:Endocytosis,
KRIT1	KRIT1, ankyrin repeat containing(KRIT1)	Homo sapiens	hsa04015:Rap1 signaling pathway,
MAD1L1	MAD1 mitotic arrest deficient like 1(MAD1L1)	Homo sapiens	hsa04110:Cell cycle,hsa04914:Progesterone-mediated oocyte maturation,hsa05203:Viral carcinogenesis,
MLXIP	MLX interacting protein(MLXIP)	Homo sapiens	hsa04931:Insulin resistance,hsa04932:Non-alcoholic fatty liver disease (NAFLD),
MEFV	Mediterranean fever(MEFV)	Homo sapiens	hsa04621:NOD-like receptor signaling pathway,
NAGK	N-acetylglucosamine kinase(NAGK)	Homo sapiens	hsa00520:Amino sugar and nucleotide sugar metabolism,
NDUFB5	NADH:ubiquinone oxidoreductase subunit B5(NDUFB5)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NDC1	NDC1 transmembrane nucleoporin(NDC1)	Homo sapiens	hsa03013:RNA transport,
NDUFA4	NDUFA4, mitochondrial complex associated(NDUFA4)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NLRP3	NLR family pyrin domain containing 3(NLRP3)	Homo sapiens	hsa04621:NOD-like receptor signaling pathway,hsa05133:Pertussis,hsa05164:Influenza A,
NPC1	NPC intracellular cholesterol transporter 1(NPC1)	Homo sapiens	hsa04142:Lysosome,
POM121	POM121 transmembrane nucleoporin(POM121)	Homo sapiens	hsa03013:RNA transport,
PINK1	PTEN induced putative kinase 1(PINK1)	Homo sapiens	hsa05012:Parkinson's disease,
PYCARD	PYD and CARD domain containing(PYCARD)	Homo sapiens	hsa04621:NOD-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05134:Legionellosis,hsa05164:Influenza A,
RAB11FIP4	RAB11 family interacting protein 4(RAB11FIP4)	Homo sapiens	hsa04144:Endocytosis,
RAD54B	RAD54 homolog B (S. cerevisiae)(RAD54B)	Homo sapiens	hsa03440:Homologous recombination,
RBMXL1	RNA binding motif protein, X-linked like 1(RBMXL1)	Homo sapiens	hsa03040:Spliceosome,
RASSF1	Ras association domain family member 1(RASSF1)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04390:Hippo signaling pathway,hsa05200:Pathways in cancer,hsa05206:MicroRNAs in cancer,hsa05219:Bladder cancer,hsa05223:Non-small cell lung cancer,
RASSF5	Ras association domain family member 5(RASSF5)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04670:Leukocyte transendothelial migration,hsa05200:Pathways in cancer,hsa05223:Non-small cell lung cancer,
ARHGDIA	Rho GDP dissociation inhibitor alpha(ARHGDIA)	Homo sapiens	hsa04722:Neurotrophin signaling pathway,hsa04962:Vasopressin-regulated water reabsorption,
SH3GLB2	SH3 domain containing GRB2 like endophilin B2(SH3GLB2)	Homo sapiens	hsa04144:Endocytosis,
SIX1	SIX homeobox 1(SIX1)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
SIX4	SIX homeobox 4(SIX4)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4(ST3GAL4)	Homo sapiens	hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6(ST3GAL6)	Homo sapiens	hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6(ST6GALNAC6)	Homo sapiens	hsa00604:Glycosphingolipid biosynthesis - ganglio series,hsa01100:Metabolic pathways,
SUFU	SUFU negative regulator of hedgehog signaling(SUFU)	Homo sapiens	hsa04340:Hedgehog signaling pathway,hsa05200:Pathways in cancer,hsa05217:Basal cell carcinoma,
TLX3	T-cell leukemia homeobox 3(TLX3)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
THOC7	THO complex 7(THOC7)	Homo sapiens	hsa03013:RNA transport,
TRAF1	TNF receptor associated factor 1(TRAF1)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04668:TNF signaling pathway,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05203:Viral carcinogenesis,hsa05222:Small cell lung cancer,
TRAF2	TNF receptor associated factor 2(TRAF2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04064:NF-kappa B signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04141:Protein processing in endoplasmic reticulum,hsa04210:Apoptosis,hsa04380:Osteoclast differentiation,hsa04622:RIG-I-like receptor signaling pathway,hsa04668:TNF signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05160:Hepatitis C,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05222:Small cell lung cancer,
TRAF3	TNF receptor associated factor 3(TRAF3)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04668:TNF signaling pathway,hsa05160:Hepatitis C,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05222:Small cell lung cancer,
TRAF4	TNF receptor associated factor 4(TRAF4)	Homo sapiens	hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
TRAF5	TNF receptor associated factor 5(TRAF5)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04668:TNF signaling pathway,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05222:Small cell lung cancer,
TNFRSF10A	TNF receptor superfamily member 10a(TNFRSF10A)	Homo sapiens	hsa04210:Apoptosis,hsa04650:Natural killer cell mediated cytotoxicity,hsa05162:Measles,hsa05164:Influenza A,
TNFRSF10C	TNF receptor superfamily member 10c(TNFRSF10C)	Homo sapiens	hsa04210:Apoptosis,hsa04650:Natural killer cell mediated cytotoxicity,hsa05162:Measles,hsa05164:Influenza A,
TNFRSF11A	TNF receptor superfamily member 11a(TNFRSF11A)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04064:NF-kappa B signaling pathway,hsa04380:Osteoclast differentiation,hsa04917:Prolactin signaling pathway,hsa05323:Rheumatoid arthritis,
TNFRSF12A	TNF receptor superfamily member 12A(TNFRSF12A)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
TNFRSF17	TNF receptor superfamily member 17(TNFRSF17)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04672:Intestinal immune network for IgA production,
TNFRSF18	TNF receptor superfamily member 18(TNFRSF18)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
TNFRSF19	TNF receptor superfamily member 19(TNFRSF19)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
TNFRSF1A	TNF receptor superfamily member 1A(TNFRSF1A)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04064:NF-kappa B signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04210:Apoptosis,hsa04380:Osteoclast differentiation,hsa04668:TNF signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04931:Insulin resistance,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05164:Influenza A,hsa05166:HTLV-I infection,hsa05168:Herpes simplex infection,
TNFRSF25	TNF receptor superfamily member 25(TNFRSF25)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
TNFRSF4	TNF receptor superfamily member 4(TNFRSF4)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
TNFRSF9	TNF receptor superfamily member 9(TNFRSF9)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
TRADD	TNFRSF1A associated via death domain(TRADD)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04210:Apoptosis,hsa04622:RIG-I-like receptor signaling pathway,hsa04668:TNF signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,
TYROBP	TYRO protein tyrosine kinase binding protein(TYROBP)	Homo sapiens	hsa04380:Osteoclast differentiation,hsa04650:Natural killer cell mediated cytotoxicity,
B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2(B3GNT2)	Homo sapiens	hsa00533:Glycosaminoglycan biosynthesis - keratan sulfate,hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
ULBP1	UL16 binding protein 1(ULBP1)	Homo sapiens	hsa04650:Natural killer cell mediated cytotoxicity,
ULBP3	UL16 binding protein 3(ULBP3)	Homo sapiens	hsa04650:Natural killer cell mediated cytotoxicity,
WASF3	WAS protein family member 3(WASF3)	Homo sapiens	hsa04520:Adherens junction,hsa04666:Fc gamma R-mediated phagocytosis,hsa05231:Choline metabolism in cancer,
WWP2	WW domain containing E3 ubiquitin protein ligase 2(WWP2)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
XIAP	X-linked inhibitor of apoptosis(XIAP)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04120:Ubiquitin mediated proteolysis,hsa04210:Apoptosis,hsa04510:Focal adhesion,hsa05145:Toxoplasmosis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
XRCC1	X-ray repair cross complementing 1(XRCC1)	Homo sapiens	hsa03410:Base excision repair,
XRCC4	X-ray repair cross complementing 4(XRCC4)	Homo sapiens	hsa03450:Non-homologous end-joining,
ABI2	abl interactor 2(ABI2)	Homo sapiens	hsa04810:Regulation of actin cytoskeleton,
ADIPOR1	adiponectin receptor 1(ADIPOR1)	Homo sapiens	hsa04152:AMPK signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04932:Non-alcoholic fatty liver disease (NAFLD),
ADIPOR2	adiponectin receptor 2(ADIPOR2)	Homo sapiens	hsa04152:AMPK signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04932:Non-alcoholic fatty liver disease (NAFLD),
ADIPOQ	adiponectin, C1Q and collagen domain containing(ADIPOQ)	Homo sapiens	hsa03320:PPAR signaling pathway,hsa04152:AMPK signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04930:Type II diabetes mellitus,hsa04932:Non-alcoholic fatty liver disease (NAFLD),
AGRN	agrin(AGRN)	Homo sapiens	hsa04512:ECM-receptor interaction,
AJUBA	ajuba LIM protein(AJUBA)	Homo sapiens	hsa04390:Hippo signaling pathway,
AKR1C3	aldo-keto reductase family 1 member C3(AKR1C3)	Homo sapiens	hsa00140:Steroid hormone biosynthesis,hsa00590:Arachidonic acid metabolism,hsa01100:Metabolic pathways,hsa04913:Ovarian steroidogenesis,
AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase(AASDHPPT)	Homo sapiens	hsa00770:Pantothenate and CoA biosynthesis,
ACMSD	aminocarboxymuconate semialdehyde decarboxylase(ACMSD)	Homo sapiens	hsa00380:Tryptophan metabolism,hsa01100:Metabolic pathways,
ANAPC11	anaphase promoting complex subunit 11(ANAPC11)	Homo sapiens	hsa04110:Cell cycle,hsa04114:Oocyte meiosis,hsa04120:Ubiquitin mediated proteolysis,hsa04914:Progesterone-mediated oocyte maturation,hsa05166:HTLV-I infection,
AMHR2	anti-Mullerian hormone receptor type 2(AMHR2)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04350:TGF-beta signaling pathway,
APAF1	apoptotic peptidase activating factor 1(APAF1)	Homo sapiens	hsa04115:p53 signaling pathway,hsa04210:Apoptosis,hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05016:Huntington's disease,hsa05134:Legionellosis,hsa05152:Tuberculosis,hsa05161:Hepatitis B,hsa05222:Small cell lung cancer,
ATXN3	ataxin 3(ATXN3)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
ATG10	autophagy related 10(ATG10)	Homo sapiens	hsa04140:Regulation of autophagy,
ATG12	autophagy related 12(ATG12)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04140:Regulation of autophagy,hsa04622:RIG-I-like receptor signaling pathway,
ATG4D	autophagy related 4D cysteine peptidase(ATG4D)	Homo sapiens	hsa04140:Regulation of autophagy,
BIRC2	baculoviral IAP repeat containing 2(BIRC2)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04120:Ubiquitin mediated proteolysis,hsa04210:Apoptosis,hsa04510:Focal adhesion,hsa04621:NOD-like receptor signaling pathway,hsa04668:TNF signaling pathway,hsa05145:Toxoplasmosis,hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
BIRC3	baculoviral IAP repeat containing 3(BIRC3)	Homo sapiens	hsa04064:NF-kappa B signaling pathway,hsa04120:Ubiquitin mediated proteolysis,hsa04210:Apoptosis,hsa04510:Focal adhesion,hsa04621:NOD-like receptor signaling pathway,hsa04668:TNF signaling pathway,hsa05145:Toxoplasmosis,hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
BIRC5	baculoviral IAP repeat containing 5(BIRC5)	Homo sapiens	hsa04390:Hippo signaling pathway,hsa05161:Hepatitis B,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,
BIRC7	baculoviral IAP repeat containing 7(BIRC7)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,hsa05145:Toxoplasmosis,hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
B2M	beta-2-microglobulin(B2M)	Homo sapiens	hsa04612:Antigen processing and presentation,
BDNF	brain derived neurotrophic factor(BDNF)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04024:cAMP signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa05016:Huntington's disease,hsa05030:Cocaine addiction,hsa05034:Alcoholism,
CALB1	calbindin 1(CALB1)	Homo sapiens	hsa04961:Endocrine and other factor-regulated calcium reabsorption,
CAPN1	calpain 1(CAPN1)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,hsa04210:Apoptosis,hsa05010:Alzheimer's disease,
CAPN2	calpain 2(CAPN2)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,hsa04210:Apoptosis,hsa04510:Focal adhesion,hsa05010:Alzheimer's disease,
CALR	calreticulin(CALR)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,hsa04145:Phagosome,hsa04612:Antigen processing and presentation,hsa05142:Chagas disease (American trypanosomiasis),hsa05166:HTLV-I infection,
CPT1B	carnitine palmitoyltransferase 1B(CPT1B)	Homo sapiens	hsa00071:Fatty acid degradation,hsa01212:Fatty acid metabolism,hsa03320:PPAR signaling pathway,hsa04152:AMPK signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04922:Glucagon signaling pathway,hsa04931:Insulin resistance,
CSN2	casein beta(CSN2)	Homo sapiens	hsa04917:Prolactin signaling pathway,
CASP1	caspase 1(CASP1)	Homo sapiens	hsa04621:NOD-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05134:Legionellosis,hsa05164:Influenza A,
CASP10	caspase 10(CASP10)	Homo sapiens	hsa04210:Apoptosis,hsa04622:RIG-I-like receptor signaling pathway,hsa04668:TNF signaling pathway,hsa05152:Tuberculosis,hsa05161:Hepatitis B,
